지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s)
108,서울,1924-02-26,.1,-7.7,5.5,,2.7,1.7
108,서울,1924-02-27,-.1,-5.5,3.5,.5,7.8,4.7
108,서울,1924-02-28,-3.4,-8,1,,6.2,3.2
108,서울,1924-02-29,-1.6,-7.8,4.5,,5.1,1.8
108,서울,1924-03-01,-2.2,-5.5,1.3,,7.7,4.9
108,서울,1924-03-02,-3.6,-9.6,1.9,,5.6,2.3
108,서울,1924-03-03,-1.5,-9,5.1,,5.8,2.3
108,서울,1924-03-04,-.5,-6.2,4.3,,4.8,1.7
108,서울,1924-03-05,-1.3,-5.2,1.1,.3,2.3,1
108,서울,1924-03-06,-.7,-3.1,1.6,3,5.1,3.4
108,서울,1924-03-07,-2.5,-7.8,2.9,,5.3,2.2
108,서울,1924-03-08,-1.3,-7.4,3.9,0,4.9,2.2
108,서울,1924-03-09,1.7,-3.3,7.2,,4.9,1.9
108,서울,1924-03-10,1.1,-4.8,7.1,,4.2,2.5
108,서울,1924-03-11,.5,-5.3,6.2,,6.2,2.8
108,서울,1924-03-12,1.5,-2.7,6,,4.8,2
108,서울,1924-03-13,-2.2,-4.7,2.3,,8.5,7
108,서울,1924-03-14,-2.2,-6.8,2,,7.8,5.6
108,서울,1924-03-15,-.5,-7,5.5,,7.7,3.4
108,서울,1924-03-16,-.7,-6.6,5.2,0,8.3,4.3
108,서울,1924-03-17,.3,-5.7,6.9,,5,2.3
108,서울,1924-03-18,.6,-5.1,6.7,,5.8,2.2
108,서울,1924-03-19,.9,-6,7,,5.2,2
108,서울,1924-03-20,3,-3.9,8.3,,2.6,1.2
108,서울,1924-03-21,5.7,1.3,11.6,,3.3,1.5
108,서울,1924-03-22,3.7,.5,5.7,13.5,8.8,3.9
108,서울,1924-03-23,3.1,-.6,7.7,1.1,8.8,5.1
108,서울,1924-03-24,.2,-4.1,5.7,,4.8,3.1
108,서울,1924-03-25,1.7,-3.3,5.9,0,4.3,2.3
108,서울,1924-03-26,3.7,-.8,9.6,.2,6.6,3.1
108,서울,1924-03-27,2.8,-.8,7.5,,6.8,3.8
108,서울,1924-03-28,2.4,-2.6,8.2,,6.2,4.1
108,서울,1924-03-29,3.9,-2,11.4,,7.1,2.3
108,서울,1924-03-30,6.5,1.5,14.2,,4.6,3.5
108,서울,1924-03-31,9,-1,20.2,,4.1,1.3
108,서울,1924-04-01,11.4,2.2,20.2,10.4,4.9,1.1
108,서울,1924-04-02,11.4,8.1,15.6,29.5,7,4.1
108,서울,1924-04-03,2,-.1,8.5,,11.5,8.3
108,서울,1924-04-04,1.8,-2.2,5.4,1.6,10.7,5.8
108,서울,1924-04-05,5.3,-2.8,12.7,,7.8,3
108,서울,1924-04-06,8.3,-.4,16.5,,5.4,2.1
108,서울,1924-04-07,8.9,1.5,16.6,0,5.8,2.5
108,서울,1924-04-08,10.6,7.1,16.5,,3.4,2.3
108,서울,1924-04-09,8.3,2.3,16.5,,7.9,3.4
108,서울,1924-04-10,12,3.7,18.4,0,7.3,2.6
108,서울,1924-04-11,15.4,10.5,22.9,,3.5,1.5
108,서울,1924-04-12,16.2,9.8,22.6,.1,3.3,1.5
108,서울,1924-04-13,17.1,13.3,22.1,0,4.9,2.3
108,서울,1924-04-14,13.9,12.1,17.6,8.1,5.3,2.2
108,서울,1924-04-15,15.8,12,19.5,12.1,1.8,.9
108,서울,1924-04-16,13.6,8.6,18.5,.6,9.9,5
108,서울,1924-04-17,8.7,3.3,15,,7.3,3.1
108,서울,1924-04-18,8.8,1.3,16.8,,5.8,2.3
108,서울,1924-04-19,9.5,1.3,18.3,,5.1,2
108,서울,1924-04-20,9.9,4.6,14.6,1.3,1.7,.8
108,서울,1924-04-21,12.7,6.8,21.4,,5.7,2.9
108,서울,1924-04-22,14.9,5.9,24.5,,7,2.5
108,서울,1924-04-23,14.2,7.6,21.6,,6,2.3
108,서울,1924-04-24,14.9,10.7,19.6,,5.7,2.5
108,서울,1924-04-25,11,7.2,16.2,,8.4,4
108,서울,1924-04-26,8.3,3.6,13.6,,6.6,4
108,서울,1924-04-27,10,3.2,17.6,,7.1,3
108,서울,1924-04-28,11.8,3,21,,4.8,2.3
108,서울,1924-04-29,12,5.1,19.4,8.2,7.3,1.9
108,서울,1924-04-30,15.7,10.1,23.9,22.6,8.6,5
108,서울,1924-05-01,14.9,8.4,23,,6,2.4
108,서울,1924-05-02,14.4,10.4,19.2,,9.9,4
108,서울,1924-05-03,15.9,7.6,24.6,,4.9,2.6
108,서울,1924-05-04,17,9.6,25.5,,6.2,2.5
108,서울,1924-05-05,18,11.2,25.4,,7,3.4
108,서울,1924-05-06,18,11.7,26.5,,4.3,3.2
108,서울,1924-05-07,14.8,11.3,17.5,6.6,4.5,2.1
108,서울,1924-05-08,16.5,13.4,21,7.4,6.8,2.6
108,서울,1924-05-09,15.5,9.7,23.8,,6.9,3.4
108,서울,1924-05-10,14.1,8.3,20.7,,8.7,3.6
108,서울,1924-05-11,14.1,8.9,20.7,,5.6,3
108,서울,1924-05-12,17.6,10.2,24.1,,7.5,3.4
108,서울,1924-05-13,18,9.1,26.2,,4.5,2
108,서울,1924-05-14,13.4,11.6,18.3,8.9,4,2.9
108,서울,1924-05-15,13.8,10.1,18,.9,7.5,4.2
108,서울,1924-05-16,15.1,8.9,22.3,,8.7,4.4
108,서울,1924-05-17,16.8,10.1,25.3,,7.9,3.5
108,서울,1924-05-18,16.4,8.5,23.4,,7.2,3.4
108,서울,1924-05-19,16.3,10.4,23.5,,4.5,2.2
108,서울,1924-05-20,18.6,12.9,25,0,4.4,2.5
108,서울,1924-05-21,17.4,13.6,23.2,.2,6.5,4.1
108,서울,1924-05-22,18,10.5,25.9,,5.9,2.1
108,서울,1924-05-23,15.7,13.6,17.5,22.8,5.3,1.9
108,서울,1924-05-24,14.8,12.6,17.5,8.3,9.8,5
108,서울,1924-05-25,13.8,10.1,16.5,5.6,7.8,3.1
108,서울,1924-05-26,15.9,10.2,22.2,,9.9,4.3
108,서울,1924-05-27,15.8,10.3,20.8,,10,5.9
108,서울,1924-05-28,14.6,8.5,21.2,,6.8,4
108,서울,1924-05-29,15.9,8.5,23,,6.6,2.9
108,서울,1924-05-30,17.4,9.2,25.7,,4.4,2.1
108,서울,1924-05-31,18.6,10.6,26.4,,6,2.6
108,서울,1924-06-01,20.5,12,29.2,,6.4,2.4
108,서울,1924-06-02,20.6,13.4,29.9,,5.3,2
108,서울,1924-06-03,19.9,14,26.6,,5.3,3.7
108,서울,1924-06-04,21,14.3,28,,3.4,1.9
108,서울,1924-06-05,21.9,15.7,28.5,,5.7,1.9
108,서울,1924-06-06,20.5,14.9,28.9,5.5,6.8,3.1
108,서울,1924-06-07,20.2,15.3,27.1,,4.7,2.9
108,서울,1924-06-08,19.7,15.1,25.1,,6,3
108,서울,1924-06-09,17.6,14.6,20,12.2,2.3,1.8
108,서울,1924-06-10,18.3,14,24,,4.6,2.2
108,서울,1924-06-11,17.2,12.1,23,19.6,6.5,2.7
108,서울,1924-06-12,17,13.8,21.5,,9.3,5.2
108,서울,1924-06-13,17.8,12.7,24.6,0,5.2,2.1
108,서울,1924-06-14,18.7,13.3,24.4,0,6.4,2.6
108,서울,1924-06-15,19.6,15.9,24.2,0,3.3,1.6
108,서울,1924-06-16,23,16.9,30.3,0,4.7,2.3
108,서울,1924-06-17,18.9,16.9,22.6,2.5,4.7,1.5
108,서울,1924-06-18,20.4,13.9,28.4,,5.7,2.2
108,서울,1924-06-19,21.9,14.9,29.5,,6.6,2.5
108,서울,1924-06-20,22.5,13.7,32,,4.3,2.1
108,서울,1924-06-21,25.4,15.8,33.3,,3.5,1.8
108,서울,1924-06-22,19.1,16.7,26.2,68.2,7.8,5
108,서울,1924-06-23,22.2,15.8,29.4,16.9,6.7,3.4
108,서울,1924-06-24,21.7,15.5,27.6,,4.6,2.2
108,서울,1924-06-25,23.9,15.7,32.4,,3.8,1.2
108,서울,1924-06-26,25.6,20,32,,4.1,2.3
108,서울,1924-06-27,25.7,19,33.4,,6.8,2
108,서울,1924-06-28,25.2,21.4,31.6,,6.9,4.1
108,서울,1924-06-29,25,18.9,31.4,,4.9,3.5
108,서울,1924-06-30,25.4,19.1,32.2,,4.3,2.4
108,서울,1924-07-01,23.9,20.4,28.1,25.4,2.8,1.9
108,서울,1924-07-02,25.1,21.5,30,20.9,3.9,1.8
108,서울,1924-07-03,23.7,21.5,25.9,20.3,8.5,4.9
108,서울,1924-07-04,24.6,22,28.6,13,6.2,3.9
108,서울,1924-07-05,23.4,21.7,25,9.2,5.6,3.6
108,서울,1924-07-06,25.5,21.4,31.2,.2,5.5,2.4
108,서울,1924-07-07,25.6,22.2,31,.5,5.5,2.9
108,서울,1924-07-08,25.4,21.7,31.4,,4.4,2.6
108,서울,1924-07-09,23.6,19.3,29.3,0,3.8,2.6
108,서울,1924-07-10,25.9,21.7,30.6,0,5.2,2.5
108,서울,1924-07-11,27.6,21.8,34.6,,4.2,2
108,서울,1924-07-12,28.6,24.8,32.4,0,7.4,3.8
108,서울,1924-07-13,26.5,24.8,29.2,3.5,8,5.1
108,서울,1924-07-14,27,22.1,33.6,,4.8,2.4
108,서울,1924-07-15,28.3,22.9,34.8,,6.3,2.2
108,서울,1924-07-16,29.6,25,35.4,,4.5,3.5
108,서울,1924-07-17,27.4,23.9,33.4,13.8,8.5,2.2
108,서울,1924-07-18,26.7,23.1,31.9,28.6,3.7,2.2
108,서울,1924-07-19,24.3,21.9,27.4,35.1,5.2,4.2
108,서울,1924-07-20,25.5,23.3,26.8,12,8.9,5.2
108,서울,1924-07-21,23.8,22.6,25.5,31.6,8,5.8
108,서울,1924-07-22,23.7,20.8,26.4,2.6,4.9,2.5
108,서울,1924-07-23,23.8,21.7,25.6,50.2,4.8,1.4
108,서울,1924-07-24,23.3,21.6,25.3,39.3,10,6
108,서울,1924-07-25,24.4,22.1,27.4,40.7,5.3,1.7
108,서울,1924-07-26,24.1,21.7,26.1,69.7,6.3,3.6
108,서울,1924-07-27,25.9,23.5,28.5,6.6,7.7,4.9
108,서울,1924-07-28,25.7,21.8,32,,2.8,1.2
108,서울,1924-07-29,26.8,21.8,32.6,,3.4,1.5
108,서울,1924-07-30,27,21.6,32.8,,4.9,2.4
108,서울,1924-07-31,26.6,22.9,32.7,,4.4,2.8
108,서울,1924-08-01,26.4,21.8,32.6,,5.7,3
108,서울,1924-08-02,26.2,21,33.6,,5.7,2.2
108,서울,1924-08-03,27.7,21.9,35.5,1.6,2.9,1.6
108,서울,1924-08-04,29.1,25.1,33.7,,7.9,3.8
108,서울,1924-08-05,28.5,24.1,33.9,,6.8,6
108,서울,1924-08-06,28.6,22.8,34,,10.2,6.7
108,서울,1924-08-07,28.9,26.7,31.5,0,7.2,5.2
108,서울,1924-08-08,30.3,25.4,35.9,,3.1,2.4
108,서울,1924-08-09,30.5,25,37.4,,4.2,1.4
108,서울,1924-08-10,30.6,25.5,37,,4.9,1.7
108,서울,1924-08-11,30.2,25,37,,5.8,1.9
108,서울,1924-08-12,29.4,25.6,35.2,,4.4,2.5
108,서울,1924-08-13,29,23.6,35.3,,5.4,2.6
108,서울,1924-08-14,28.1,22.7,35.6,,7.7,3.9
108,서울,1924-08-15,26.1,22.5,32,,6.9,6
108,서울,1924-08-16,24.9,19,31.9,,6.5,4.4
108,서울,1924-08-17,25.8,19.6,32.5,,7.8,4.7
108,서울,1924-08-18,27.4,21.5,34.8,,5.8,4.6
108,서울,1924-08-19,28,23.9,33.4,.2,7,5.3
108,서울,1924-08-20,28.4,24.9,33.8,0,6.5,4.1
108,서울,1924-08-21,26.9,23.8,32.5,,6.5,3.5
108,서울,1924-08-22,26.1,22.9,30.6,,6.2,4
108,서울,1924-08-23,26.8,21.5,32.5,,5,2
108,서울,1924-08-24,27.3,20.6,34.9,,4.1,2.2
108,서울,1924-08-25,26.3,21.4,32.3,,5.3,2.3
108,서울,1924-08-26,25.3,21.1,32.1,,3.3,2
108,서울,1924-08-27,24.8,22,29.7,2.6,3.7,2.2
108,서울,1924-08-28,24.4,20.5,29.4,,5.3,1.9
108,서울,1924-08-29,19.7,16.7,23,9,2,1.1
108,서울,1924-08-30,22.3,16.7,26.6,,5.1,2
108,서울,1924-08-31,22.6,19.1,26.8,,4.2,1.7
108,서울,1924-09-01,22.6,19.3,26.8,.1,1.8,.9
108,서울,1924-09-02,23.6,18.4,29.8,,3.6,1.4
108,서울,1924-09-03,24.4,16.8,32.4,,5.7,1.7
108,서울,1924-09-04,24.6,18.6,30.7,,5.8,3.2
108,서울,1924-09-05,24.5,21.4,29.4,0,7.3,3.4
108,서울,1924-09-06,24.4,18.4,31.4,,4.3,2.5
108,서울,1924-09-07,22.3,20.9,27.4,9.8,7.2,2.5
108,서울,1924-09-08,21.2,20.1,22.6,7.7,2.3,.9
108,서울,1924-09-09,22.8,18.6,28,13.5,5.2,2.2
108,서울,1924-09-10,23.1,17.8,28.5,,3.3,1.6
108,서울,1924-09-11,21.8,15.8,28.1,,3.8,1.4
108,서울,1924-09-12,21.1,15.6,28.3,,4.5,1.8
108,서울,1924-09-13,20,13.3,29.2,,3.8,.9
108,서울,1924-09-14,22.9,15.2,29.9,,5.2,1.7
108,서울,1924-09-15,22,18.4,26.6,,9.8,6.2
108,서울,1924-09-16,21.6,16.5,26.4,0,8,4.3
108,서울,1924-09-17,21.2,18.4,26.3,0,6.4,2.6
108,서울,1924-09-18,18.5,12.8,25.6,,8.5,3.8
108,서울,1924-09-19,17,8.6,24.6,,3.4,1.7
108,서울,1924-09-20,18.5,14.1,22.5,,2.5,1.5
108,서울,1924-09-21,18.6,14.4,24,9,5.5,2.3
108,서울,1924-09-22,17.6,12.5,23.2,,4.4,2.2
108,서울,1924-09-23,18.3,12,25,,7.1,2.2
108,서울,1924-09-24,13.9,12.3,22.5,41.4,4.3,1.5
108,서울,1924-09-25,15.9,9.2,22.5,0,2.3,1.3
108,서울,1924-09-26,17.8,12.2,23.8,,3.4,1.3
108,서울,1924-09-27,16.4,9.7,24.3,,2.7,1
108,서울,1924-09-28,17.7,10.6,24,,4.3,1.1
108,서울,1924-09-29,17.6,10.9,24,,5.4,2.7
108,서울,1924-09-30,18.4,13.3,25.1,,3.8,1.5
108,서울,1924-10-01,18.2,11.2,26.2,,4.9,1.4
108,서울,1924-10-02,18.2,11.6,24.6,,2.2,.5
108,서울,1924-10-03,18.6,15,22.2,.4,.3,.2
108,서울,1924-10-04,17.6,13.4,21.8,10.3,4.2,2.2
108,서울,1924-10-05,14.9,5.7,23.7,,1,.6
108,서울,1924-10-06,17.9,11.5,25.3,,3.9,1
108,서울,1924-10-07,18.5,12.4,24.5,,4.7,1.9
108,서울,1924-10-08,15.2,10.1,21.4,,4.6,2.6
108,서울,1924-10-09,13.7,7.4,18.6,,1.7,.7
108,서울,1924-10-10,15.7,7.9,23.6,,3.9,1.2
108,서울,1924-10-11,15.1,8,22,,2.8,1
108,서울,1924-10-12,15.8,8.1,22.7,,7.2,2.4
108,서울,1924-10-13,16.8,10.7,23.4,,3.7,2.3
108,서울,1924-10-14,16,9,23.8,,3.4,1
108,서울,1924-10-15,14.8,9.6,18.8,.9,1.3,.5
108,서울,1924-10-16,13.1,8.9,16.1,.6,5.4,3.4
108,서울,1924-10-17,11.3,5.4,17.5,,3.4,1.5
108,서울,1924-10-18,12.1,7.7,17.6,,5.6,1.4
108,서울,1924-10-19,10.4,4.2,19.5,,6.7,2.9
108,서울,1924-10-20,5.4,-1.5,13,,2.3,1.5
108,서울,1924-10-21,8.5,-1.9,17.6,,2.9,1.2
108,서울,1924-10-22,9.1,4.2,15.3,,6.3,3.2
108,서울,1924-10-23,6.9,-.5,12.1,,6.2,2.2
108,서울,1924-10-24,6,1.4,11.5,,5.1,2.7
108,서울,1924-10-25,5,-4,12.9,,4.5,1.6
108,서울,1924-10-26,8.4,-.6,17,,3.1,1.4
108,서울,1924-10-27,12.3,2.5,19.3,8.9,7.9,3.8
108,서울,1924-10-28,7.3,3.1,14.5,12.1,7.4,4.8
108,서울,1924-10-29,6.6,.9,12.6,,10.4,3.7
108,서울,1924-10-30,10.1,2.4,17.1,,3.4,1.4
108,서울,1924-10-31,11.8,4.8,19.7,,3.3,1.3
108,서울,1924-11-01,9.8,6.5,15.8,4.3,4.8,2.1
108,서울,1924-11-02,8,2.1,14.5,,3.1,1.8
108,서울,1924-11-03,6.6,3,10.9,0,4.7,1.2
108,서울,1924-11-04,5.4,.8,10.5,,3.8,1.6
108,서울,1924-11-05,6.1,1.6,11,,7.4,2.8
108,서울,1924-11-06,8.1,2,15.5,.4,10,2.7
108,서울,1924-11-07,7,2.4,14.5,7.5,8.3,3.5
108,서울,1924-11-08,.8,-1.8,4.2,,6.8,5.9
108,서울,1924-11-09,-4.5,-8.5,-.8,,9.4,6.1
108,서울,1924-11-10,1.6,-5.2,6.9,,4.7,2.8
108,서울,1924-11-11,3.7,-1.5,8.4,,10.7,4.3
108,서울,1924-11-12,2.8,-3.8,8,0,8.9,2.3
108,서울,1924-11-13,2.5,-2.4,6.1,,5.8,3.3
108,서울,1924-11-14,2,-2.2,6.4,,5,3
108,서울,1924-11-15,.4,-5.2,7,,3.4,1.5
108,서울,1924-11-16,2.8,-4.9,8.9,,3.7,1.6
108,서울,1924-11-17,5.9,-2.9,12.1,,3.4,.9
108,서울,1924-11-18,7.5,0,16.1,,3.4,1.6
108,서울,1924-11-19,9.3,2.1,15.3,,2.9,1.1
108,서울,1924-11-20,6.8,4,11.4,24.7,9.1,6.3
108,서울,1924-11-21,.9,-3.1,4.9,1.5,9.2,4.3
108,서울,1924-11-22,-2.9,-6.1,.1,,4.5,2.9
108,서울,1924-11-23,-1.6,-5.5,1.6,2,8.3,3.9
108,서울,1924-11-24,-4.5,-7.1,-1.1,,4.9,3
108,서울,1924-11-25,-1.4,-8.9,2.8,,3.9,2.1
108,서울,1924-11-26,-.4,-3.5,3.1,5.5,7.9,4.2
108,서울,1924-11-27,-2,-9,3.4,,3.3,1.8
108,서울,1924-11-28,4.1,-1.5,6.9,0,3,1.9
108,서울,1924-11-29,11.6,3,16.5,0,3.8,1.8
108,서울,1924-11-30,3.4,-3.2,14.9,.2,13.8,10.3
108,서울,1924-12-01,-1.3,-6.1,2.5,,3.4,2.3
108,서울,1924-12-02,3.3,-3.5,6.7,0,1.7,1
108,서울,1924-12-03,5.3,.2,10.7,,5.1,2
108,서울,1924-12-04,1.6,-6.2,6.7,,3.1,2
108,서울,1924-12-05,-.2,-4,3.6,,5.3,2.9
108,서울,1924-12-06,-3.2,-8.7,2.3,,3.3,1.5
108,서울,1924-12-07,-2,-8.1,2.9,,4.6,1.9
108,서울,1924-12-08,-.6,-9.1,4.1,,5.2,1.9
108,서울,1924-12-09,-3.8,-8.6,4,13,9.8,6.7
108,서울,1924-12-10,-7.4,-11.2,-3.4,0,5.5,3.3
108,서울,1924-12-11,-8.8,-14,-5.5,,6.2,4.1
108,서울,1924-12-12,-8,-12.7,-3.3,,3,2.2
108,서울,1924-12-13,-7.3,-13,-2.2,,2.8,1.1
108,서울,1924-12-14,-3.7,-8.1,.1,.2,1.9,1.1
108,서울,1924-12-15,-3.9,-9.5,-.1,,3.8,1.2
108,서울,1924-12-16,-4.2,-9.1,-.2,,3.6,1.9
108,서울,1924-12-17,-4.8,-11.3,.4,,2.3,1
108,서울,1924-12-18,1.9,-3.5,6.9,.4,3.2,1.8
108,서울,1924-12-19,-.2,-3.9,4.2,,4.1,1.9
108,서울,1924-12-20,-3,-8.2,1.1,,4.2,1.6
108,서울,1924-12-21,-2,-5.9,2.9,,5.4,1.6
108,서울,1924-12-22,-1.9,-9.4,3.1,.4,2.8,1.3
108,서울,1924-12-23,-1.1,-5.1,2.5,0,4.2,2.9
108,서울,1924-12-24,-3.2,-9.2,3.2,,2.5,1.1
108,서울,1924-12-25,-1,-5.7,2.1,,2.9,1
108,서울,1924-12-26,2.5,-2.8,6,0,3.8,2.1
108,서울,1924-12-27,2.7,-1.1,7.6,0,3.1,2.3
108,서울,1924-12-28,1.4,-2.2,3.2,0,1.8,.6
108,서울,1924-12-29,3.3,.3,6.9,,2.9,1.6
108,서울,1924-12-30,1.3,-1.1,5,,4,1.6
108,서울,1924-12-31,-1.8,-4,-.1,1,2.7,1.7
108,서울,1925-01-01,-5.8,-8.6,-1.4,,4.7,3
108,서울,1925-01-02,-3.6,-7.8,-.8,1.6,2.3,1.3
108,서울,1925-01-03,-6,-10.5,-1.1,,5.8,2
108,서울,1925-01-04,-8.7,-13.8,-4.1,,4.3,1.5
108,서울,1925-01-05,-5.4,-10.6,-1.7,,2.4,1.5
108,서울,1925-01-06,-7.8,-14.3,-2.5,,2.3,1
108,서울,1925-01-07,-8.3,-14.2,-2.5,,1.7,1
108,서울,1925-01-08,-8.3,-14.3,-2,,4.1,.9
108,서울,1925-01-09,-6.3,-12.8,-.3,,1.8,.9
108,서울,1925-01-10,-4.1,-11.2,.4,,2.7,1.1
108,서울,1925-01-11,-3.1,-7.6,.6,2.8,7.1,3
108,서울,1925-01-12,-7.7,-15.4,-1.9,,2.4,1.3
108,서울,1925-01-13,-4,-9.5,2.3,,.9,.6
108,서울,1925-01-14,0,-8.4,6,,3,1.7
108,서울,1925-01-15,2.2,.2,4,0,2.9,1.6
108,서울,1925-01-16,.9,-1,3.8,.9,2.7,1.7
108,서울,1925-01-17,-1.6,-6.2,4,,2.4,.9
108,서울,1925-01-18,-2.2,-8.1,3.4,,2.2,.9
108,서울,1925-01-19,-2.9,-8.3,2.8,,1.3,.8
108,서울,1925-01-20,-2.6,-9.2,2,,2.7,.9
108,서울,1925-01-21,-2.3,-7.5,2,,3.2,1.6
108,서울,1925-01-22,-1.8,-8.5,3.8,,2,1.1
108,서울,1925-01-23,-2.2,-7,2.9,,2.5,1.1
108,서울,1925-01-24,-1.6,-7.9,3.8,,2.2,.8
108,서울,1925-01-25,-2.4,-9,3.6,,3.9,1.4
108,서울,1925-01-26,-4.4,-8.1,-.4,.3,1.6,.9
108,서울,1925-01-27,-2,-7.1,3,.1,4.1,2
108,서울,1925-01-28,-3.8,-8.7,-.1,,3.3,2.3
108,서울,1925-01-29,-6,-8.1,-3.5,,3.4,1.1
108,서울,1925-01-30,-6.9,-10.5,-2.6,.1,3,1.9
108,서울,1925-01-31,-7.8,-13.5,-3,,3.6,2
108,서울,1925-02-01,-7.7,-14.2,-1.9,,3,1.1
108,서울,1925-02-02,-5.7,-14.6,1.7,,3,1.2
108,서울,1925-02-03,-5,-13.2,2.9,,2.6,1
108,서울,1925-02-04,-2.6,-11.7,4.7,,1.2,.7
108,서울,1925-02-05,2.6,-5,7.7,,2.6,1.1
108,서울,1925-02-06,3,-.1,6.1,1.8,4.5,3.5
108,서울,1925-02-07,1.1,-1.1,3.2,6.3,1.5,1.2
108,서울,1925-02-08,1.1,-2.6,6.5,,1.8,.8
108,서울,1925-02-09,-1,-4.8,4,.3,6.7,3
108,서울,1925-02-10,-6.2,-10.1,-2.6,0,7,3.6
108,서울,1925-02-11,-3.2,-7.5,.9,0,3.7,1.5
108,서울,1925-02-12,-2.3,-8.7,3,,3.6,1.1
108,서울,1925-02-13,-1.4,-7.9,4.4,,13.2,1.7
108,서울,1925-02-14,.5,-4.5,6,,3.1,1.5
108,서울,1925-02-15,-.5,-7.1,6.4,,2.1,1
108,서울,1925-02-16,-.5,-7.3,6.4,,3.3,1
108,서울,1925-02-17,1.1,-4.1,6.2,.3,6.2,2.3
108,서울,1925-02-18,-4.1,-6,-.5,,4.1,3
108,서울,1925-02-19,-3.7,-7.5,-.3,,4.1,1.8
108,서울,1925-02-20,-4.3,-10.7,1.4,,4.1,1.6
108,서울,1925-02-21,-5,-8.6,-1,3.4,7.9,2.5
