지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s)
108,서울,1944-05-03,11.1,5.2,19.2,,5.2,1.7
108,서울,1944-05-04,14,6.5,23.3,22.4,7.3,3.3
108,서울,1944-05-05,7.6,5.4,11.9,.4,9.5,5.6
108,서울,1944-05-06,11.4,4.6,18.4,,6,2.6
108,서울,1944-05-07,15,9.8,18.9,,4.5,1.7
108,서울,1944-05-08,19.9,13.7,27.4,,5.5,1.8
108,서울,1944-05-09,18.8,15.9,22.4,24.1,5.5,1.3
108,서울,1944-05-10,14.5,11.5,19.4,2.6,6.2,2.2
108,서울,1944-05-11,15,9.2,21.7,,9,2.4
108,서울,1944-05-12,14.6,11.9,18.4,.3,3.8,1.9
108,서울,1944-05-13,19.5,11.1,28.2,,5,1.5
108,서울,1944-05-14,18.1,12.1,26.3,,5.5,2.6
108,서울,1944-05-15,18.1,11.1,25.6,,5,1.8
108,서울,1944-05-16,17.5,12.8,23,.4,9.4,5
108,서울,1944-05-17,11.8,9.1,14.4,6.9,9,5.8
108,서울,1944-05-18,12.6,10.6,16.1,0,4.8,2.5
108,서울,1944-05-19,14.5,10.2,20.6,1,4.2,2.1
108,서울,1944-05-20,13.9,10.7,18.7,9.5,5.7,1.9
108,서울,1944-05-21,14,9.7,21,1.3,5.3,1.6
108,서울,1944-05-22,16.5,9.1,24,,4.3,1.4
108,서울,1944-05-23,18.3,10.7,27.9,,6.7,2.1
108,서울,1944-05-24,16,10.8,23,,4.9,1.8
108,서울,1944-05-25,16.2,12.3,21.5,0,5.5,1.5
108,서울,1944-05-26,19.2,12.6,26,0,4,1.2
108,서울,1944-05-27,18.8,13.9,24.3,,6.3,2.3
108,서울,1944-05-28,18.9,15.2,25.3,,6.3,2.8
108,서울,1944-05-29,20.3,13.2,29.3,,4.2,2.2
108,서울,1944-05-30,17.9,13.2,25.7,,6.7,2.1
108,서울,1944-05-31,18.7,13.8,25.7,,6.7,2.1
108,서울,1944-06-01,18.8,13.7,25.7,,6.7,2.5
108,서울,1944-06-02,20.3,14.6,27.5,,5.7,2.1
108,서울,1944-06-03,19.8,17,24.5,5.3,10,3.2
108,서울,1944-06-04,19.3,16.5,23.7,.1,7.8,3.1
108,서울,1944-06-05,20.4,15,28.4,,4.2,2
108,서울,1944-06-06,20.9,15.1,28.6,,6.7,2.4
108,서울,1944-06-07,20.2,16,27.5,3.3,8.8,4.2
108,서울,1944-06-08,21,15.9,27.4,0,5.8,3
108,서울,1944-06-09,19.6,12.3,28.2,,7,2.5
108,서울,1944-06-10,19.5,14.5,25.7,0,6.5,2.9
108,서울,1944-06-11,22.2,17.5,29.4,0,5.8,2.1
108,서울,1944-06-12,19.1,17.3,21.7,1,4.3,1.6
108,서울,1944-06-13,20,16.2,26.7,6.3,6,2
108,서울,1944-06-14,18.3,15.1,24.4,.8,5.3,2.6
108,서울,1944-06-15,21.2,15.3,29.2,,6,2.4
108,서울,1944-06-16,24.1,17.7,31,0,5.8,1.7
108,서울,1944-06-17,22.1,17.4,30.1,2.5,5,1.8
108,서울,1944-06-18,21.7,15.9,30.7,0,6.7,1.4
108,서울,1944-06-19,23.8,16.8,32.1,,4.2,1.7
108,서울,1944-06-20,25.5,18.3,34.3,,6,1.9
108,서울,1944-06-21,23.8,18.4,32,,6.8,2.6
108,서울,1944-06-22,23.6,17.5,32.4,,6.3,2.5
108,서울,1944-06-23,25.1,17.7,33.8,,5,1.7
108,서울,1944-06-24,22.4,20,26.3,1.7,5,1.7
108,서울,1944-06-25,20.3,18.7,22.2,55.7,5.3,3
108,서울,1944-06-26,20.2,17.3,24,1.4,6,3.8
108,서울,1944-06-27,20.8,16.2,24.8,,7.5,3.5
108,서울,1944-06-28,24.4,20.3,29.9,0,4.5,1.9
108,서울,1944-06-29,22.9,20,25.4,8.2,10,3.4
108,서울,1944-06-30,19.7,18.2,25,39,11.7,5.4
108,서울,1944-07-01,21.6,17.6,27.6,,6.7,3
108,서울,1944-07-02,21.9,15.2,28.7,,3.8,1.8
108,서울,1944-07-03,20.9,17.4,26.5,1.2,4.5,1.8
108,서울,1944-07-04,19.2,16.7,22.4,9,4.5,1.6
108,서울,1944-07-05,23.2,18.3,30.4,,5,1.4
108,서울,1944-07-06,25.3,19,32.6,,3.7,1.5
108,서울,1944-07-07,25.5,19.9,32.7,,4.3,1.6
108,서울,1944-07-08,24.8,19.8,31.9,,4.7,1.9
108,서울,1944-07-09,24,20.5,28.8,.6,4.7,1.1
108,서울,1944-07-10,24.5,22.3,26.9,34.1,7,3.8
108,서울,1944-07-11,23.8,22.5,25.2,65.2,8.3,3.7
108,서울,1944-07-12,25,22.7,30.6,3.5,5.5,1.9
108,서울,1944-07-13,25.5,24.2,28,2,8.8,4
108,서울,1944-07-14,26,24.3,29.8,5.4,8.8,5.1
108,서울,1944-07-15,26,23.6,29,15.1,10,5
108,서울,1944-07-16,26.8,24.1,31.7,3,6.2,3.3
108,서울,1944-07-17,26.3,23.8,31,3,7.5,2.8
108,서울,1944-07-18,24.6,23.2,28.2,44.6,8.2,3
108,서울,1944-07-19,25.3,24,25.8,36.7,8.5,4.4
108,서울,1944-07-20,24.8,23.3,26.6,10.7,7.9,4.4
108,서울,1944-07-21,25.8,22,31.7,,3.8,1.9
108,서울,1944-07-22,26.6,22.3,32.4,,3.3,1.7
108,서울,1944-07-23,26.2,24.3,29.5,2.4,5,2.5
108,서울,1944-07-24,26.4,24.1,31.8,.6,4.3,2.2
108,서울,1944-07-25,27.2,24,32.2,.2,6.3,2.9
108,서울,1944-07-26,25.6,23.7,28.8,2.4,5,2
108,서울,1944-07-27,26,21.4,31.9,33.5,6.8,2
108,서울,1944-07-28,27.4,22.3,33.8,,3.7,1.1
108,서울,1944-07-29,28.4,24,34.3,,3.2,1.1
108,서울,1944-07-30,28.7,24.4,34.7,,2.8,1.2
108,서울,1944-07-31,30,24.6,36,,3.7,1.5
108,서울,1944-08-01,30.2,25.6,35.8,,4,1.7
108,서울,1944-08-02,30.6,26,35.8,,6.3,2.9
108,서울,1944-08-03,26,23.5,30.4,40,12.7,6.2
108,서울,1944-08-04,26.4,23.8,31.1,.6,7.5,2.7
108,서울,1944-08-05,28.3,23.8,34.4,0,4.5,1.3
108,서울,1944-08-06,29,23.7,35.7,,3,1.3
108,서울,1944-08-07,28.4,23.2,35.5,,4.3,1.9
108,서울,1944-08-08,27.8,24.3,34.4,0,4.2,1.5
108,서울,1944-08-09,27.2,24,33.5,,5.3,1.7
108,서울,1944-08-10,24.3,19.6,31.7,57.2,5.7,2.9
108,서울,1944-08-11,24.7,19.6,27.3,69.2,7.3,2.7
108,서울,1944-08-12,22.6,19.4,26,28.2,8.5,1.8
108,서울,1944-08-13,26.6,22,33.3,5.2,3,1.1
108,서울,1944-08-14,27.9,23.5,33.5,.7,3.3,1.2
108,서울,1944-08-15,27,23.7,33.7,,4.2,1.4
108,서울,1944-08-16,26.3,22.6,32.3,,4.3,1.8
108,서울,1944-08-17,26.6,24.2,31.5,,6.2,3.1
108,서울,1944-08-18,24.6,23.6,28.5,9.6,7.3,3.3
108,서울,1944-08-19,23.6,19.3,29.3,1.3,5,2.7
108,서울,1944-08-20,21.4,15.7,28,,3.7,1.3
108,서울,1944-08-21,23.5,18.9,28.8,,3.7,1.4
108,서울,1944-08-22,22.6,20.6,27.5,0,5.3,2.7
108,서울,1944-08-23,21,19.1,26.3,.4,5.7,3.3
108,서울,1944-08-24,22.4,17.4,29.6,,6.3,2.4
108,서울,1944-08-25,22.4,15,31.3,,4.8,1.4
108,서울,1944-08-26,23.3,17.2,31.2,,5,1.8
108,서울,1944-08-27,23.3,17.5,30.7,,5,1.9
108,서울,1944-08-28,24.5,20.1,30.6,,6.3,2.4
108,서울,1944-08-29,26.2,22.8,32,,5.8,2.9
108,서울,1944-08-30,26.5,21.3,33.1,,4.7,1.7
108,서울,1944-08-31,24,21.3,28.3,1.8,9,3
108,서울,1944-09-01,24.4,20.5,29.3,6.1,4.3,1.5
108,서울,1944-09-02,22.2,20,25.7,13.2,7.3,4.1
108,서울,1944-09-03,21.9,19.7,24,14.3,7,3.6
108,서울,1944-09-04,23.1,19.9,27.7,11.1,3.8,1.4
108,서울,1944-09-05,20.8,18.7,23.6,1.7,2.8,1.1
108,서울,1944-09-06,21.8,17.4,27.9,5.5,8.8,2.1
108,서울,1944-09-07,21.2,16.3,27,21.5,6.2,2.1
108,서울,1944-09-08,22,15.8,28,,6.2,1.7
108,서울,1944-09-09,22.4,16.9,30.5,,4.5,1.2
108,서울,1944-09-10,22.7,17.7,29.5,,3.7,1.5
108,서울,1944-09-11,20.1,18.1,24.5,.2,5,2.3
108,서울,1944-09-12,21.7,15.2,29.1,,3.3,1
108,서울,1944-09-13,20.8,18.3,25.2,15.6,7.8,2.3
108,서울,1944-09-14,20,15.4,25.8,7.5,3.3,1.2
108,서울,1944-09-15,19,13.5,26.6,,3.3,1.2
108,서울,1944-09-16,19.2,16.1,25.4,,3.5,1
108,서울,1944-09-17,18.9,13.9,26.9,,5,1.6
108,서울,1944-09-18,19,13.2,26.5,,5,2
108,서울,1944-09-19,19,13.5,27.7,2.2,6.7,2.3
108,서울,1944-09-20,22.1,16.1,28.9,,5,2.1
108,서울,1944-09-21,22.8,18.2,29.3,,4,1.3
108,서울,1944-09-22,22.7,17.1,30.1,,3.3,1.8
108,서울,1944-09-23,21.8,15,30,,3.5,1.3
108,서울,1944-09-24,21,17.2,25.7,,5,1.7
108,서울,1944-09-25,19,16.6,21,17.3,7.8,3
108,서울,1944-09-26,20.2,14.6,26.4,,6.3,3.3
108,서울,1944-09-27,20.7,16.4,26.5,,4,1.9
108,서울,1944-09-28,21.3,16.8,26.9,,7.2,3.1
108,서울,1944-09-29,16.6,14.4,20.5,46.8,5.8,2.5
108,서울,1944-09-30,14,10.1,19,,5.3,2.5
108,서울,1944-10-01,13,7.2,19,,3.5,1.1
108,서울,1944-10-02,14.8,7.5,22.4,,5.7,1.8
108,서울,1944-10-03,16.7,12.7,22.9,.4,5,1.5
108,서울,1944-10-04,16,9.2,23.4,,5,1.6
108,서울,1944-10-05,17.3,11.7,25.8,,3.7,1.5
108,서울,1944-10-06,16.6,8.6,24.7,,5,1.8
108,서울,1944-10-07,15.9,9.9,23.8,,5.2,2.8
108,서울,1944-10-08,14.6,8.8,21.7,0,6.7,2.2
108,서울,1944-10-09,12.3,7.9,17.1,,4.7,2.4
108,서울,1944-10-10,12.1,4.7,19.7,.8,8.7,2.2
108,서울,1944-10-11,11.3,5.4,17.9,,4.5,1.6
108,서울,1944-10-12,10.3,5.7,15.6,,6.5,2.5
108,서울,1944-10-13,8.8,2.1,16.5,,4.2,1
108,서울,1944-10-14,10.4,1.8,19.5,,3,1.6
108,서울,1944-10-15,14.4,8.2,20.8,,3.2,1.2
108,서울,1944-10-16,14.4,8.7,22,,3,1.1
108,서울,1944-10-17,15.7,7.9,25,,3.3,1.3
108,서울,1944-10-18,17,10.8,24.4,,4.2,1.7
108,서울,1944-10-19,17.5,11.5,24.9,0,3.5,1.5
108,서울,1944-10-20,15.1,9.1,20.7,,7.2,2.3
108,서울,1944-10-21,11.2,3.3,20.6,,5.5,1.3
108,서울,1944-10-22,11.9,5.5,18.9,,5,1.9
108,서울,1944-10-23,15.2,9.4,20.1,1.3,6.7,2.8
108,서울,1944-10-24,14.1,7.4,20.4,,6.1,2.7
108,서울,1944-10-25,13.9,8.2,22.1,,3.3,1.2
108,서울,1944-10-26,13.6,6.6,19.8,,5.3,1.7
108,서울,1944-10-27,13.6,9.3,20.3,,4.2,1.5
108,서울,1944-10-28,10.7,7,15.5,1.7,7.8,2.6
108,서울,1944-10-29,9.5,3.8,17.6,,2.8,.9
108,서울,1944-10-30,11.6,6.1,19.4,,4.2,1.6
108,서울,1944-10-31,10.3,5.7,14.6,15.7,5,1.7
108,서울,1944-11-01,15.5,10.2,23.4,,4.8,1.4
108,서울,1944-11-02,15.5,9.5,22.3,,3.8,1.5
108,서울,1944-11-03,14.3,11.4,20.3,.1,7.3,3.6
108,서울,1944-11-04,10.6,6,15.1,0,7,3.2
108,서울,1944-11-05,6.6,1.7,13.1,,3.7,1.7
108,서울,1944-11-06,6.7,2.9,13.2,,3,1.3
108,서울,1944-11-07,9.3,.5,16.9,.6,3.3,1.4
108,서울,1944-11-08,10.7,6.2,14.3,2.7,8.2,3.8
108,서울,1944-11-09,4.5,.4,9.2,1.4,7.8,3.2
108,서울,1944-11-10,8.2,.5,14.1,,9.2,2.9
108,서울,1944-11-11,2.6,-.3,9,,5,2.7
108,서울,1944-11-12,1,-2.9,4.4,0,6.5,2.5
108,서울,1944-11-13,3.7,-4.1,9,0,6,1.9
108,서울,1944-11-14,3.5,-.2,7.2,5.2,7.2,2.3
108,서울,1944-11-15,2.7,-3.8,8.3,,4.2,1.2
108,서울,1944-11-16,4.1,-.2,9.7,,5.5,2.1
108,서울,1944-11-17,4.1,-3.5,11.7,,2.3,.9
108,서울,1944-11-18,5.8,2.5,10.7,.5,4,1.4
108,서울,1944-11-19,5.6,.7,11.9,,3.7,1.3
108,서울,1944-11-20,6,-2.2,13.5,1.4,6,1.8
108,서울,1944-11-21,3.1,-.8,7.6,.7,7.5,4.3
108,서울,1944-11-22,5.2,-2.7,9.3,,3.7,2.2
108,서울,1944-11-23,12.5,8.5,17.7,,10,3.8
108,서울,1944-11-24,13.7,8,20.8,,3.3,1.3
108,서울,1944-11-25,14.2,10.5,20,,5,3.2
108,서울,1944-11-26,12.6,9.4,17.1,,8.3,5.1
108,서울,1944-11-27,8.1,7.3,11.5,35.4,10,6.4
108,서울,1944-11-28,9.6,7.5,11,1.5,6.7,4.2
108,서울,1944-11-29,6.6,4.9,9.4,11.7,8.3,6.4
108,서울,1944-11-30,7.6,4.9,9.2,3.6,7.5,3.3
108,서울,1944-12-01,-3.5,-9.2,7.2,5.1,10.7,5.6
108,서울,1944-12-02,-8.3,-11.5,-4.5,,6.7,2.2
108,서울,1944-12-03,-6,-11.4,-2.3,0,6.7,2.2
108,서울,1944-12-04,-2,-6.3,2.4,0,2.5,.8
108,서울,1944-12-05,.5,-2.5,2.4,4,2.2,.9
108,서울,1944-12-06,-4,-10.3,.7,4.2,8.3,3
108,서울,1944-12-07,-9.2,-12.3,-5,,6.7,2.5
108,서울,1944-12-08,-9.2,-13.3,-3.9,,4.2,1.8
108,서울,1944-12-09,-9.7,-12.9,-6.1,,3.7,1.7
108,서울,1944-12-10,-6.2,-14,.1,,2.3,1
108,서울,1944-12-11,.2,-5.1,5.3,,3.7,1.2
108,서울,1944-12-12,-.3,-3.8,2.4,.5,5,1.9
108,서울,1944-12-13,-8.1,-11.1,-2.4,,6.7,4.4
108,서울,1944-12-14,-8.8,-13.8,-4.7,,4.3,1.3
108,서울,1944-12-15,-8,-11.1,-5.5,,8.3,2.9
108,서울,1944-12-16,-10.7,-13.6,-6.5,,5.8,2.9
108,서울,1944-12-17,-9.9,-13.6,-5.2,,3.7,1.1
108,서울,1944-12-18,-8.1,-13.8,-3,,5,1.3
108,서울,1944-12-19,-6.9,-10.5,-2.5,.1,9.3,3.1
108,서울,1944-12-20,-5.9,-12.3,-.5,0,3.3,1.2
108,서울,1944-12-21,-.7,-5.3,3,.5,6.7,1.9
108,서울,1944-12-22,-1.2,-6.3,4.9,0,8,2
108,서울,1944-12-23,.6,-5.5,7.1,0,4.8,1.5
108,서울,1944-12-24,-5.6,-10.2,1,,7.3,3.7
108,서울,1944-12-25,-6.7,-12.5,-1.7,,4.5,1.6
108,서울,1944-12-26,-8.4,-12.6,-4.7,1.1,8.8,3.3
108,서울,1944-12-27,-8.6,-15.5,-3,.9,3.3,1.2
108,서울,1944-12-28,-6.5,-9.4,-2,.7,6.2,2.8
108,서울,1944-12-29,-6.3,-12.4,-1,0,3.8,1.3
108,서울,1944-12-30,-5,-10,2.2,0,8.3,2.2
108,서울,1944-12-31,-5.9,-10.6,-1.5,0,4,1.8
108,서울,1945-01-01,-6.2,-10,-1.9,0,8.7,2.6
108,서울,1945-01-02,-6.9,-12,-2.8,,5,2
108,서울,1945-01-03,-2.8,-6.8,.5,0,3.8,2.2
108,서울,1945-01-04,-2.7,-7.3,-.2,0,6,3
108,서울,1945-01-05,-9.5,-13,-5.9,,6.7,3
108,서울,1945-01-06,-12.3,-15.4,-7.6,,7,2.5
108,서울,1945-01-07,-9.9,-14.5,-5.5,,5.8,1.9
108,서울,1945-01-08,-10.7,-15,-7.5,,4.5,1.3
108,서울,1945-01-09,-8.5,-14,-2,,3.7,.9
108,서울,1945-01-10,-6.5,-13.6,0,,5,1.3
108,서울,1945-01-11,-6.2,-9.8,-1,,7.3,2.3
108,서울,1945-01-12,-7.2,-13.5,-1.2,,5.3,1.2
108,서울,1945-01-13,-6.7,-13.3,-2.9,,4.3,1.4
108,서울,1945-01-14,-5.3,-8,-2.5,0,6.7,2.9
108,서울,1945-01-15,-8.7,-12,-5.3,,8.8,3.9
108,서울,1945-01-16,-10.8,-13.9,-6.6,,10,3
108,서울,1945-01-17,-11.1,-14.3,-6.5,,6.7,3.2
108,서울,1945-01-18,-11.9,-16,-6.7,,4.7,2.1
108,서울,1945-01-19,-8.1,-16.1,-3,.7,4,1.2
108,서울,1945-01-20,-7.6,-11.1,-2.8,0,5.5,2.1
108,서울,1945-01-21,-6.4,-15.5,.5,0,3.8,1.3
108,서울,1945-01-22,-4.3,-8.9,-1,.3,6.7,3
108,서울,1945-01-23,-9.4,-13.1,-6.2,,4.7,2.1
108,서울,1945-01-24,-10.2,-15.3,-5.1,,7.2,2.7
108,서울,1945-01-25,-10.2,-14.8,-5.6,,5.2,2.1
108,서울,1945-01-26,-10.7,-15,-5.5,1.2,8.3,2.7
108,서울,1945-01-27,-13.5,-19.1,-7.6,,5.3,1.8
108,서울,1945-01-28,-10.2,-18.4,-3.7,,3.2,1
108,서울,1945-01-29,-5.2,-14,3.6,,3.8,1.2
108,서울,1945-01-30,-1.7,-8.5,5.7,,6.7,1.1
108,서울,1945-01-31,-.5,-7.9,6.2,,3.7,1
108,서울,1945-02-01,-3.5,-7,.3,,5.5,2.1
108,서울,1945-02-02,-8.7,-11.5,-4.6,0,5.7,2.6
108,서울,1945-02-03,-11.8,-15.6,-6.8,,5.2,3
108,서울,1945-02-04,-10.5,-15.5,-5.2,,7.3,3.1
108,서울,1945-02-05,-8.6,-13.2,-2.4,,7.5,2.8
108,서울,1945-02-06,-9.1,-14.4,-2.6,,5.8,1.3
108,서울,1945-02-07,-7.7,-11,-2.3,,7.3,3.3
108,서울,1945-02-08,-10.8,-14.1,-6.1,,10.8,3.4
108,서울,1945-02-09,-7.5,-13.7,-2.5,0,6.8,1.8
108,서울,1945-02-10,-7.2,-12.3,-1.7,.4,7.2,2.8
108,서울,1945-02-11,-5.9,-12.9,.4,,6,1.9
108,서울,1945-02-12,-4.6,-10.4,1.5,,5,1.7
108,서울,1945-02-13,-3.2,-9.5,3.9,,5,1.8
108,서울,1945-02-14,-2.8,-7.7,5.5,,6.5,1.4
108,서울,1945-02-15,-2.2,-8.6,4.5,,6.7,1.9
108,서울,1945-02-16,-2.7,-6.4,1.4,0,7.2,3.5
108,서울,1945-02-17,-2.9,-11,2.9,,5,2.2
108,서울,1945-02-18,-1,-5.3,2.9,2.5,6.3,3.1
108,서울,1945-02-19,-5.3,-9.3,.2,,8,3.6
