瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),弥措 浅加(m/s),乞闭 浅加(m/s)
159,何魂,1924-03-09,3.7,1,5.9,0,10,7.2
159,何魂,1924-03-10,6.1,2.6,11,,10.4,5.1
159,何魂,1924-03-11,7.7,.7,12.6,,9.3,4
159,何魂,1924-03-12,4.5,2.6,7.7,0,10.5,5.3
159,何魂,1924-03-13,3.2,-.5,6.9,,13.4,7.3
159,何魂,1924-03-14,.9,-4,6.3,,12.8,6.6
159,何魂,1924-03-15,1.8,-3.6,8.7,,8.7,5
159,何魂,1924-03-16,3.5,-3,8.6,,10.2,3.3
159,何魂,1924-03-17,3.9,-.5,9.9,.7,11.8,6.9
159,何魂,1924-03-18,4.4,1.9,8.7,0,6.3,4
159,何魂,1924-03-19,5.8,.5,12.5,.8,10.7,5.1
159,何魂,1924-03-20,7,2,10.3,,6.4,2.4
159,何魂,1924-03-21,8.2,4.8,12.1,,7.1,3.4
159,何魂,1924-03-22,7.4,6.2,12.4,16.7,13.2,5.4
159,何魂,1924-03-23,6.6,2.9,12.7,,8.7,4.5
159,何魂,1924-03-24,5.5,3.4,9.9,,14.6,4.8
159,何魂,1924-03-25,6.9,1.6,10.9,.7,5.7,3.2
159,何魂,1924-03-26,6.7,3.4,11.3,.7,8.8,5.2
159,何魂,1924-03-27,5.6,1.2,10.9,,8.1,4.9
159,何魂,1924-03-28,3.7,.1,8.9,,7.3,4.5
159,何魂,1924-03-29,6.2,0,10.7,,5,2.2
159,何魂,1924-03-30,8.1,2.6,14.6,,5.7,3.4
159,何魂,1924-03-31,8.5,3.2,15.4,,5.4,2.8
159,何魂,1924-04-01,13.1,4.6,15.4,4.9,7,2.7
159,何魂,1924-04-02,13.9,12.5,16.4,68,11.9,4.1
159,何魂,1924-04-03,8.5,3.8,14.6,,30.2,11.4
159,何魂,1924-04-04,5.3,-1.5,12,,8.9,5.1
159,何魂,1924-04-05,7.7,.2,14,,6.1,3.1
159,何魂,1924-04-06,9.8,6.9,14.7,,5.9,2.1
159,何魂,1924-04-07,11,4.7,14.8,,7,3.8
159,何魂,1924-04-08,10.9,7.6,14.6,0,5.2,3.4
159,何魂,1924-04-09,11.5,5.3,17.4,0,7.8,3.1
159,何魂,1924-04-10,15.7,10.4,21,,5.4,3.7
159,何魂,1924-04-11,15.2,11.7,20.6,,7.3,3.3
159,何魂,1924-04-12,14.5,13,17.4,6.2,4.4,1.6
159,何魂,1924-04-13,13,10.8,17.2,,5.2,2.7
159,何魂,1924-04-14,13,11.6,18,0,5.1,2.4
159,何魂,1924-04-15,13.4,11,14.8,1.1,6,2.9
159,何魂,1924-04-16,14,12.3,16.8,.4,5,1.8
159,何魂,1924-04-17,10.5,8.9,14.6,,7.4,3.3
159,何魂,1924-04-18,10.6,6.9,16.2,,5.3,2.4
159,何魂,1924-04-19,11.4,5.8,20.2,,6.8,3.2
159,何魂,1924-04-20,14.2,9.4,16.5,8.9,6.4,2.4
159,何魂,1924-04-21,16.4,14.1,21,4.8,8.3,3.7
159,何魂,1924-04-22,13.2,9.2,18.4,,6.4,3.9
159,何魂,1924-04-23,16,6.6,22,,5,3.1
159,何魂,1924-04-24,13.7,11.6,17,15.4,8.1,4.5
159,何魂,1924-04-25,13.5,11.4,16.4,2.1,13.3,4.8
159,何魂,1924-04-26,10.1,6.6,15,,16.1,8.2
159,何魂,1924-04-27,10.4,6.8,16.2,,6.9,2.6
159,何魂,1924-04-28,13.5,7.7,20,,6,3
159,何魂,1924-04-29,14.7,7.1,19.4,.3,8.2,3.6
159,何魂,1924-04-30,15,13,20.5,40.7,15.8,6.3
159,何魂,1924-05-01,14.4,12.5,23.4,,5.8,2.4
159,何魂,1924-05-02,12.7,10.1,16.8,2.2,13.2,5.7
159,何魂,1924-05-03,14.5,11.2,19.8,.1,14.3,7.9
159,何魂,1924-05-04,14.2,9.6,17.9,,5.9,3.2
159,何魂,1924-05-05,14.5,11.6,19.1,,16.5,4.2
159,何魂,1924-05-06,14.2,10.2,19.8,,10.6,6.2
159,何魂,1924-05-07,15.3,12.5,16.6,62.3,4.4,1.5
159,何魂,1924-05-08,17,13.8,21.5,2.9,7.4,3.6
159,何魂,1924-05-09,15.5,11.1,18.6,,6.1,3.1
159,何魂,1924-05-10,13.7,10.1,18.2,,4.5,2
159,何魂,1924-05-11,18,14.7,21.6,,5.9,3
159,何魂,1924-05-12,15.1,12,18.8,.2,8.8,5.4
159,何魂,1924-05-13,14.1,9.8,18.1,,7.1,5.2
159,何魂,1924-05-14,14.3,12.4,16.4,21.3,4.1,2.1
159,何魂,1924-05-15,17.7,13,21.8,,6.3,3.6
159,何魂,1924-05-16,17.7,11.1,23,,7.4,4
159,何魂,1924-05-17,15.7,11.5,23.9,,8.8,3.7
159,何魂,1924-05-18,17.6,10.1,24.2,,7.6,3.8
159,何魂,1924-05-19,16.9,15,22.8,,4.6,2.7
159,何魂,1924-05-20,15.9,13.9,19.2,0,8,4.1
159,何魂,1924-05-21,14.8,13,20.3,3,5.9,2.9
159,何魂,1924-05-22,14.8,11,19,,5.1,2.2
159,何魂,1924-05-23,15.9,12.2,18.9,13.4,4.4,2.4
159,何魂,1924-05-24,17,15.7,20.6,18.6,8.9,3.6
159,何魂,1924-05-25,18.7,14.6,22.8,,7,4.3
159,何魂,1924-05-26,19.6,15.1,23.6,,11.6,4.7
159,何魂,1924-05-27,17.7,12.5,23.4,,10.4,5.9
159,何魂,1924-05-28,15.2,11.9,20,,7.9,5.1
159,何魂,1924-05-29,16.3,9.5,22.5,,7.7,3.8
159,何魂,1924-05-30,18,12.5,23,,8.5,4.5
159,何魂,1924-05-31,18.9,14.8,24.6,,8.6,5.4
159,何魂,1924-06-01,19.1,12.7,24.5,,5.7,2.4
159,何魂,1924-06-02,19.7,17.4,24.2,0,7.3,3.1
159,何魂,1924-06-03,18.8,16.8,24.1,.4,9.9,4.3
159,何魂,1924-06-04,16.5,14.6,18.6,0,4.5,2.4
159,何魂,1924-06-05,16.1,12.3,19.7,.2,8.8,4.5
159,何魂,1924-06-06,17.2,14.7,21.7,,10,5.3
159,何魂,1924-06-07,15.8,14.1,20.1,0,6.2,3.2
159,何魂,1924-06-08,16.6,12.9,19.7,,7.2,4.1
159,何魂,1924-06-09,18.3,16.4,22.5,1.8,7.3,3
159,何魂,1924-06-10,17.3,14.3,23.5,1.7,9.3,3.5
159,何魂,1924-06-11,19.5,14.4,24.1,,10.4,2.9
159,何魂,1924-06-12,19,16,24.9,,11.2,5.3
159,何魂,1924-06-13,20.1,14.5,24.5,0,5.9,3.1
159,何魂,1924-06-14,18.2,14.9,23.5,,5.3,2.6
159,何魂,1924-06-15,18.3,13.5,23.3,,7,2.9
159,何魂,1924-06-16,19.4,14.8,25.5,,6.1,2.3
159,何魂,1924-06-17,19.1,15,22.7,,7.3,3.5
159,何魂,1924-06-18,17.1,14.4,21.9,,6.8,4.5
159,何魂,1924-06-19,17.4,11.6,23.5,,6.4,2.6
159,何魂,1924-06-20,18.5,13.7,25.5,,6.3,2.5
159,何魂,1924-06-21,22.4,14.3,26.9,,7.9,3.8
159,何魂,1924-06-22,20.8,19.2,22.8,92.5,12.3,5.7
159,何魂,1924-06-23,19.5,17.8,23.7,3.8,8.8,5.2
159,何魂,1924-06-24,20.8,17.7,26,,6.8,3.2
159,何魂,1924-06-25,21.7,17,26.3,,3.7,1.9
159,何魂,1924-06-26,21.5,18.7,27.2,,7,3
159,何魂,1924-06-27,22.6,19.3,27.3,,8.1,5
159,何魂,1924-06-28,21,19.4,26.3,,10.4,7.4
159,何魂,1924-06-29,20.1,18.1,24.7,,11.7,6.7
159,何魂,1924-06-30,21,17.5,24.7,.2,3.9,1.8
159,何魂,1924-07-01,22.3,20.8,25.9,14,4,1.5
159,何魂,1924-07-02,23,20.8,25.8,31.5,7.3,3.3
159,何魂,1924-07-03,23.4,21.8,26.9,13,9.8,5.7
159,何魂,1924-07-04,23.5,21.8,25.1,1.9,10.4,6.2
159,何魂,1924-07-05,24.4,22.6,28.2,1.8,5.2,3.4
159,何魂,1924-07-06,24.9,22,27.8,,5.5,3.6
159,何魂,1924-07-07,23.3,19.5,28.2,,3.8,1.5
159,何魂,1924-07-08,24.3,20.2,29.2,,8.8,2.1
159,何魂,1924-07-09,25.7,23,30,,7.3,4.3
159,何魂,1924-07-10,24,21,29.6,,6.8,3.8
159,何魂,1924-07-11,25.6,21.4,30.1,,5.3,2.4
159,何魂,1924-07-12,25.2,23.9,28.4,5.5,9.4,5.5
159,何魂,1924-07-13,25.5,23.5,29.3,0,5.7,3.2
159,何魂,1924-07-14,25.2,22,29.8,,4.2,2.1
159,何魂,1924-07-15,27.4,23,32.8,,13.4,4.8
159,何魂,1924-07-16,26.4,24,30.2,0,5.5,3.2
159,何魂,1924-07-17,23.4,22.3,26.9,18.9,3.7,2.2
159,何魂,1924-07-18,24.6,23.2,26.3,33.6,8.5,2.3
159,何魂,1924-07-19,25.8,23.5,27.3,25,9.5,6.9
159,何魂,1924-07-20,25.7,24.5,28.4,,9.2,5.4
159,何魂,1924-07-21,24.8,23,26.4,1.2,11.3,7.4
159,何魂,1924-07-22,24.1,22.2,27.3,17.2,7.8,3.7
159,何魂,1924-07-23,24.6,22.5,25.9,23.8,11.8,8.2
159,何魂,1924-07-24,25.2,24.3,26.9,7.9,14.9,11
159,何魂,1924-07-25,25.2,24.2,26.4,3.6,10.6,7.7
159,何魂,1924-07-26,25.5,24.4,28.2,.1,8.5,5.2
159,何魂,1924-07-27,26.3,24.2,30,,5.7,3.9
159,何魂,1924-07-28,25.5,22.7,30.7,,5.7,3.6
159,何魂,1924-07-29,26.3,21.6,33.1,,3.7,1.5
159,何魂,1924-07-30,28.7,23,34.3,,5.5,2.7
159,何魂,1924-07-31,28.5,25.6,33.7,0,5.8,2.3
159,何魂,1924-08-01,27,24.8,33.4,,7.4,2.8
159,何魂,1924-08-02,26.1,22.6,33.1,,4,1.3
159,何魂,1924-08-03,27.7,24.2,32.8,2,8.1,4.5
159,何魂,1924-08-04,27.7,25.5,32.6,,6.3,4.6
159,何魂,1924-08-05,27.4,25.1,31.4,,13.5,8.1
159,何魂,1924-08-06,25.5,24.5,29.3,26.5,16.8,10.5
159,何魂,1924-08-07,26.5,23.7,31,32,5.7,2
159,何魂,1924-08-08,28,24.8,32.7,,5.5,2.5
159,何魂,1924-08-09,27.7,23.2,34.5,,5.7,2
159,何魂,1924-08-10,26.9,23.1,33.1,,4.8,2.6
159,何魂,1924-08-11,25.2,21,32.7,,4.4,1.8
159,何魂,1924-08-12,25,22.2,30.6,,4.2,2
159,何魂,1924-08-13,23.9,18.7,31.8,,2.9,1.3
159,何魂,1924-08-14,25.2,19.6,32,,6.4,2.4
159,何魂,1924-08-15,24.9,23.1,28.3,,6.9,4
159,何魂,1924-08-16,25.4,23,28.8,,6.3,5
159,何魂,1924-08-17,25.2,23,29,,14.6,7.3
159,何魂,1924-08-18,27.4,24,31.3,,13,8.7
159,何魂,1924-08-19,26.7,25,28.4,1.2,9.6,7.5
159,何魂,1924-08-20,25.2,24.6,27.5,53.8,13.6,7
159,何魂,1924-08-21,27.2,24,32.4,14.6,13.1,3.6
159,何魂,1924-08-22,27.4,23.8,31.9,,7.9,5.2
159,何魂,1924-08-23,25.5,22.7,30.8,0,6.9,3.1
159,何魂,1924-08-24,23.7,22.4,26.9,88.4,8.1,3.8
159,何魂,1924-08-25,24.1,21.6,30.1,,5,3.1
159,何魂,1924-08-26,23.9,20.1,31,,7.7,3.9
159,何魂,1924-08-27,23.7,21,28.4,.1,8.9,1.7
159,何魂,1924-08-28,25.4,22.1,30.4,,4.8,2.4
159,何魂,1924-08-29,25.8,23.5,30,6,12.6,6.2
159,何魂,1924-08-30,24.2,22.1,27.8,17.4,16,4.7
159,何魂,1924-08-31,24,21.5,27.8,0,4.3,2.7
159,何魂,1924-09-01,21.9,18,25.7,18.8,3.8,2.2
159,何魂,1924-09-02,20.7,20.1,22.3,39.2,4.8,1.3
159,何魂,1924-09-03,23,19.5,27.3,.2,6.8,3.3
159,何魂,1924-09-04,22.7,21.7,25.3,5.8,10.7,6.3
159,何魂,1924-09-05,23.7,21.7,27.2,.3,10.4,6.1
159,何魂,1924-09-06,23.5,20.8,28.6,,7.8,4.5
159,何魂,1924-09-07,24,18.6,28.6,,6.3,3.1
159,何魂,1924-09-08,23.9,22.4,28,32.7,10.3,3
159,何魂,1924-09-09,22.4,21,26.3,10.3,8.3,2.3
159,何魂,1924-09-10,22.1,17.5,28.1,.2,5.9,2.4
159,何魂,1924-09-11,22.7,20.9,26.7,10.5,4.6,2
159,何魂,1924-09-12,23.3,21,28.6,,6.8,3
159,何魂,1924-09-13,22,18.3,27.4,,3.8,1.6
159,何魂,1924-09-14,20,18,23.6,16.4,6.6,3.5
159,何魂,1924-09-15,20.4,17.5,21.7,25.5,15.9,7.4
159,何魂,1924-09-16,21.3,17.9,24,5.4,13.8,9
159,何魂,1924-09-17,22,20.5,25.3,0,6,3
159,何魂,1924-09-18,19.5,14.2,25.3,.2,16.3,4
159,何魂,1924-09-19,18.7,12.6,24.9,,6.2,3
159,何魂,1924-09-20,19,14.5,24.7,.1,4,1.1
159,何魂,1924-09-21,19.8,16.8,24.7,9,2.4,1.1
159,何魂,1924-09-22,18.2,15,24.8,,3.3,1.7
159,何魂,1924-09-23,19.7,14,25.4,.2,3.9,1.9
159,何魂,1924-09-24,19.7,13,26.5,.5,3.8,1.8
159,何魂,1924-09-25,19.1,14.1,26.8,,2.5,1.4
159,何魂,1924-09-26,20.8,15.2,26.2,,2.9,1.5
159,何魂,1924-09-27,19.7,17.7,24.9,,4.2,2.4
159,何魂,1924-09-28,19.3,15.8,24.7,0,4.2,2
159,何魂,1924-09-29,18,16.8,22.2,2.4,4.3,2.5
159,何魂,1924-09-30,18.3,13.6,25.4,,6.4,2.6
159,何魂,1924-10-01,19.9,15.5,25,,5.5,3.5
159,何魂,1924-10-02,20.7,18.1,25.1,,6.2,4.4
159,何魂,1924-10-03,19.7,15.5,25.7,,5.3,2.8
159,何魂,1924-10-04,20.1,17.6,24.1,.9,9.4,3.5
159,何魂,1924-10-05,21.1,14.5,25.5,.7,6.7,4.2
159,何魂,1924-10-06,20.3,18.4,23.9,,11.6,7
159,何魂,1924-10-07,19.9,18.4,23.9,3.8,9.3,5.3
159,何魂,1924-10-08,19.8,17,25.5,,6.9,3.4
159,何魂,1924-10-09,18.1,13.1,23.3,.1,5.3,2.8
159,何魂,1924-10-10,18.8,14.6,25.3,.1,6.9,3.5
159,何魂,1924-10-11,16.7,11.3,24.3,,3.3,1.8
159,何魂,1924-10-12,19.8,9.4,25.1,,10.1,3.8
159,何魂,1924-10-13,19.9,16.9,24.7,,6.7,4.8
159,何魂,1924-10-14,17.6,13.4,24.7,,4.3,2.3
159,何魂,1924-10-15,18.8,13,24.7,27.4,5,1.7
159,何魂,1924-10-16,16.4,12.1,23.3,42.4,9.2,7.6
159,何魂,1924-10-17,14.8,11.9,18.5,0,6.8,4.4
159,何魂,1924-10-18,15.7,10.7,20.9,,4.8,1.8
159,何魂,1924-10-19,15.6,10.4,22.2,0,5.6,3.4
159,何魂,1924-10-20,13.9,9.6,19.4,,8.1,4.3
159,何魂,1924-10-21,15.6,11.6,21.5,,6.7,4.7
159,何魂,1924-10-22,15,10.7,19.7,,11.8,5.4
159,何魂,1924-10-23,10.9,8.1,15.4,,11.8,5.5
159,何魂,1924-10-24,9.8,3.7,14.6,,9.6,5
159,何魂,1924-10-25,10.5,5.8,17.8,,9.8,5.4
159,何魂,1924-10-26,12.6,7.7,20.1,,5.5,3.9
159,何魂,1924-10-27,14.9,6.7,20.6,.1,3.1,1.4
159,何魂,1924-10-28,14.8,9.7,19.7,0,14.5,6.7
159,何魂,1924-10-29,10.6,2,16.5,,6.6,4.4
159,何魂,1924-10-30,11.4,5.3,17.2,,3.8,1.9
159,何魂,1924-10-31,14.8,10.1,22.7,,4.5,2
159,何魂,1924-11-01,15.6,9.6,21.9,,9.6,3.1
159,何魂,1924-11-02,12.2,7.9,17,,9.8,6
159,何魂,1924-11-03,12.1,6.5,19,,4.6,2.2
159,何魂,1924-11-04,10.5,7.3,15.4,0,9.3,3.7
159,何魂,1924-11-05,9.9,5.9,15.5,,7.2,3.2
159,何魂,1924-11-06,9.7,3.2,13.4,,8.5,3.3
159,何魂,1924-11-07,12.1,9,17.6,.2,10.3,4.1
159,何魂,1924-11-08,7.5,4.7,11.3,,13.5,8.3
159,何魂,1924-11-09,1.3,-.3,5.7,0,16.7,8
159,何魂,1924-11-10,6.8,-.3,13.8,,11.6,6.6
159,何魂,1924-11-11,8.8,5.1,13.8,,10.7,6.1
159,何魂,1924-11-12,5.8,1,11.8,,7.8,3.5
159,何魂,1924-11-13,6.3,3.6,11.7,,8.3,4.6
159,何魂,1924-11-14,5.1,.6,9.5,,10.3,5.2
159,何魂,1924-11-15,5.1,1,11.5,,11.6,6.2
159,何魂,1924-11-16,7,3.1,13.4,,8.9,5.1
159,何魂,1924-11-17,8.2,3.4,16.7,,9.8,5.2
159,何魂,1924-11-18,8.7,1,17.4,,6.1,2.6
159,何魂,1924-11-19,11.6,2,20,,3.6,1.5
159,何魂,1924-11-20,13.7,11.6,16.4,38.7,8.3,4.8
159,何魂,1924-11-21,8.9,3.8,13.6,,10.3,6.1
159,何魂,1924-11-22,3.8,-1.5,7,,12.7,6.7
159,何魂,1924-11-23,5.1,.5,9.9,,8.8,4.9
159,何魂,1924-11-24,1.7,-.4,5.4,,23.6,11.6
159,何魂,1924-11-25,1.4,-2.8,7.7,,9.7,6
159,何魂,1924-11-26,4.7,-1.3,10.9,,9.8,4.3
159,何魂,1924-11-27,2.9,-.6,9.5,,16,8
159,何魂,1924-11-28,9.5,.7,14.8,,6.8,3.7
159,何魂,1924-11-29,15.2,9.1,19.2,,8.1,4.1
159,何魂,1924-11-30,9.3,2.2,18.5,2.6,15.4,9.8
159,何魂,1924-12-01,2.6,-1,6.2,,12.9,5.5
159,何魂,1924-12-02,5.3,1,10.3,,9.4,4.5
159,何魂,1924-12-03,7.8,1,15,,6.1,3.6
159,何魂,1924-12-04,8.6,1.5,15.8,,9,2.4
159,何魂,1924-12-05,8.2,4,11.3,,8.1,4.4
159,何魂,1924-12-06,7.7,4.1,11.7,,8.2,5.4
159,何魂,1924-12-07,5.9,3.6,9.1,,20.9,9.1
159,何魂,1924-12-08,3.6,.2,8.6,,11.2,4.3
159,何魂,1924-12-09,6.1,-1.2,13.9,.5,12.3,5.1
159,何魂,1924-12-10,.4,-4.2,4.9,0,8.3,5.6
159,何魂,1924-12-11,-1.2,-4.5,2.6,0,12.5,6.5
159,何魂,1924-12-12,-2.7,-5.6,2,,14.9,7.4
159,何魂,1924-12-13,1.1,-4.3,6.4,,13.3,7.3
159,何魂,1924-12-14,2,-1,5.1,,17.9,7.1
159,何魂,1924-12-15,2.3,-1,5,,15.8,7.4
159,何魂,1924-12-16,2.4,.4,6,,12.8,8.3
159,何魂,1924-12-17,2.3,-1.9,6.8,,11.3,8
159,何魂,1924-12-18,2.8,-2.9,9.3,,5.6,3.6
159,何魂,1924-12-19,5.3,.2,7.9,,11.8,4.4
159,何魂,1924-12-20,2.6,.2,5.8,,14.5,6.8
159,何魂,1924-12-21,3.1,-.6,7.2,,15.5,7.3
159,何魂,1924-12-22,1.3,-2.2,5.6,,10.2,5.1
159,何魂,1924-12-23,2.3,-2.2,5,,10.8,4.8
159,何魂,1924-12-24,2.8,-1.4,7.9,,13,7.2
159,何魂,1924-12-25,4.5,-1.7,9.9,.4,7.9,4.5
159,何魂,1924-12-26,7.2,5,8.6,1.8,9.8,5
159,何魂,1924-12-27,7.5,5.3,10.1,.2,10.6,7
159,何魂,1924-12-28,7.4,-.8,13.6,,5.4,2.6
159,何魂,1924-12-29,6.3,4.6,9.9,1.2,7.6,3.6
159,何魂,1924-12-30,6.8,4.1,9.3,.7,11.4,4.8
159,何魂,1924-12-31,4.8,1.1,9,,10.5,5.7
159,何魂,1925-01-01,.8,-2.6,4.2,,8.7,5.8
159,何魂,1925-01-02,1.4,-2.7,6,,5.8,4.6
159,何魂,1925-01-03,1.1,-2.9,6,,7.5,2.5
159,何魂,1925-01-04,-.4,-3.2,3.2,,8.3,6.6
159,何魂,1925-01-05,0,-4.5,5,,5.4,3.6
159,何魂,1925-01-06,-1.2,-4.5,2.5,,7,5.2
159,何魂,1925-01-07,-1.2,-5.2,2.6,,6.7,5.5
159,何魂,1925-01-08,-.8,-4.5,3.2,,7.9,6.5
159,何魂,1925-01-09,1.4,-1.5,5.1,0,6.9,4.5
159,何魂,1925-01-10,3.6,-1.8,9.1,,9.3,4.8
159,何魂,1925-01-11,3.1,-.2,8.8,0,7.4,4
159,何魂,1925-01-12,.9,-3.1,5.6,,6.2,4.1
159,何魂,1925-01-13,1.9,-1.9,6.2,,4.2,3.8
159,何魂,1925-01-14,5.9,1.9,8.7,.2,5.1,4
159,何魂,1925-01-15,6.4,3.7,9.5,.1,5.3,4.2
159,何魂,1925-01-16,4,2,7.4,0,6.1,4.2
159,何魂,1925-01-17,3.7,0,8.3,,4.3,3.8
159,何魂,1925-01-18,2.9,-2,8.2,,4.3,2.6
159,何魂,1925-01-19,1.8,-2,7.9,,5.7,3
159,何魂,1925-01-20,3.9,-2.9,9.5,,4.1,2.8
159,何魂,1925-01-21,2.4,-1.5,7.1,,6,4.2
159,何魂,1925-01-22,3.9,-1.7,10.1,,6.5,2.6
159,何魂,1925-01-23,5.1,.1,8.3,,5.4,2.9
159,何魂,1925-01-24,4.9,1,8.7,,5.2,4.4
159,何魂,1925-01-25,6.6,3.6,10.9,0,3.1,2.6
159,何魂,1925-01-26,3.8,.9,8.3,,8.8,4.9
159,何魂,1925-01-27,4,-.4,9.3,,5.7,2.9
159,何魂,1925-01-28,1.3,-1,5.6,,7,4.5
159,何魂,1925-01-29,-.4,-2,1.4,,6,4.6
159,何魂,1925-01-30,-3.5,-5,-.5,.3,11.4,7.5
159,何魂,1925-01-31,-2.5,-6.6,2.1,,11.7,5.9
159,何魂,1925-02-01,-2.2,-6.6,2.6,,6.1,4.9
159,何魂,1925-02-02,0,-5,5.6,,6.6,4.5
159,何魂,1925-02-03,2.9,-1,7.2,,4.2,3
159,何魂,1925-02-04,5.1,-1.4,9.7,,3.9,2.1
159,何魂,1925-02-05,6.5,4.4,7.4,9,5,2.9
159,何魂,1925-02-06,6.3,5.1,8.1,5.9,6.4,5
159,何魂,1925-02-07,5.4,4.1,7.4,3,5.1,4
159,何魂,1925-02-08,5.9,3.7,9.7,.2,5.1,3.6
159,何魂,1925-02-09,5.2,1,10.7,0,7.5,2.4
159,何魂,1925-02-10,-1,-2.7,4.9,,11.3,5.5
159,何魂,1925-02-11,-.3,-4.5,5.2,,5.2,3.3
159,何魂,1925-02-12,1.4,-4.2,6.3,,5.4,3.5
