瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),弥措 浅加(m/s),乞闭 浅加(m/s)
159,何魂,1904-05-25,14.5,12.8,19.3,,6.5,3.9
159,何魂,1904-05-26,14.2,9.9,18.2,,5.1,3.8
159,何魂,1904-05-27,15,12.2,19.1,,6.4,2.5
159,何魂,1904-05-28,17,13.2,21.6,,5.7,2
159,何魂,1904-05-29,18.2,15.2,22.7,,6.2,2.9
159,何魂,1904-05-30,17,13.4,20.7,,5.6,4
159,何魂,1904-05-31,17.9,15.4,22.3,,7.6,6
159,何魂,1904-06-01,17.6,13.8,22.1,,5.6,3.8
159,何魂,1904-06-02,19.2,16.3,23,,10.6,6.5
159,何魂,1904-06-03,21.1,18.4,23.6,,13.4,8.8
159,何魂,1904-06-04,20.3,17.5,23.4,,6.8,5.3
159,何魂,1904-06-05,20.1,18,23.8,,6.5,3.7
159,何魂,1904-06-06,19.9,18.5,21.6,8.2,3.9,2
159,何魂,1904-06-07,19.8,16.9,25.6,,6.2,3.5
159,何魂,1904-06-08,21.1,17.8,27.3,,8.9,3.5
159,何魂,1904-06-09,20.6,18.2,25.1,,7.7,6.1
159,何魂,1904-06-10,21,18.8,26.1,,5.5,2.3
159,何魂,1904-06-11,20.2,17.4,24.8,,2.4,2.3
159,何魂,1904-06-12,20.8,17.8,24.8,,4.6,2.9
159,何魂,1904-06-13,22.9,19.1,27.9,,7,3.9
159,何魂,1904-06-14,21.7,19.6,29.6,,6.4,3.5
159,何魂,1904-06-15,18,16.2,22.6,49.9,7.1,3.6
159,何魂,1904-06-16,19.8,16.9,22.8,0,5.2,2.6
159,何魂,1904-06-17,19.9,17.8,22.6,,5.4,3.2
159,何魂,1904-06-18,19.6,18.2,22.7,4,4.6,3
159,何魂,1904-06-19,19,15.2,24.6,,4.2,2.6
159,何魂,1904-06-20,19.2,14.9,22.5,,7.7,3.3
159,何魂,1904-06-21,19.3,17.2,24.9,,7.1,3.9
159,何魂,1904-06-22,21,17.8,29.8,,6.2,4.2
159,何魂,1904-06-23,20.7,17.8,24.4,,5.5,3.3
159,何魂,1904-06-24,21,19.8,23.7,.3,7.2,2.1
159,何魂,1904-06-25,20.5,19.1,21.2,57.6,8.6,2.8
159,何魂,1904-06-26,22.4,18.6,25.3,,8.6,3.8
159,何魂,1904-06-27,21.5,20,25.8,,5.8,1.9
159,何魂,1904-06-28,23.1,19.1,25.1,,5.8,4.2
159,何魂,1904-06-29,23.6,21.3,26.3,0,8.8,3.7
159,何魂,1904-06-30,24.9,22.7,27.2,,10.2,5.8
159,何魂,1904-07-01,23.7,22.2,27.3,0,11.4,5.6
159,何魂,1904-07-02,21.8,18.5,23.6,6.6,11.9,5.8
159,何魂,1904-07-03,18.8,17.5,21.8,,15,8.3
159,何魂,1904-07-04,20.6,16.8,25.2,,7.7,4.3
159,何魂,1904-07-05,24,21.2,28.2,,6.4,5.3
159,何魂,1904-07-06,24.9,21.7,28.5,,5.1,2.5
159,何魂,1904-07-07,25.3,23.2,28.4,,5.6,4.1
159,何魂,1904-07-08,25.5,23.3,29.2,,5.4,2.5
159,何魂,1904-07-09,25.6,23.6,31.5,,8.8,6
159,何魂,1904-07-10,20.6,19.6,24.6,1.1,6.6,5.7
159,何魂,1904-07-11,19.1,17.6,20.1,19,8.7,7
159,何魂,1904-07-12,19,18.4,20.1,97.3,12.8,10
159,何魂,1904-07-13,19,17.5,19.9,14,9.7,8
159,何魂,1904-07-14,21.3,18.7,23.6,,7.4,6
159,何魂,1904-07-15,23.7,20.2,27.6,,6.6,2.8
159,何魂,1904-07-16,24.7,23,28,,8.7,6.6
159,何魂,1904-07-17,25.5,23.1,28.5,,8.5,6.8
159,何魂,1904-07-18,24.7,23.2,27.7,,6.5,4.5
159,何魂,1904-07-19,23.5,21.6,27.2,,6.2,3
159,何魂,1904-07-20,23.8,23,25.4,9.7,8.7,2.3
159,何魂,1904-07-21,24.3,23.4,26.3,27.9,14.3,5.3
159,何魂,1904-07-22,24.7,23.5,26.5,109.1,8.7,6.9
159,何魂,1904-07-23,24.4,23,27.2,205.4,5.5,3.3
159,何魂,1904-07-24,25.3,22.4,28.6,.5,7.4,4.1
159,何魂,1904-07-25,25.9,23.5,29.2,,14.1,6.9
159,何魂,1904-07-26,26.3,24.4,29.7,,11.1,8.2
159,何魂,1904-07-27,26.9,24.4,31.9,,12.9,9.5
159,何魂,1904-07-28,26.4,24.4,30.8,,8,6.3
159,何魂,1904-07-29,25.7,22.4,30.9,,7.7,3
159,何魂,1904-07-30,24.2,22.8,27.8,.2,13.7,6.1
159,何魂,1904-07-31,24.5,21.8,28,,6.8,4.8
159,何魂,1904-08-01,26.2,22.7,30.3,,7.2,2.5
159,何魂,1904-08-02,25.5,23.4,30.2,,8.5,4.8
159,何魂,1904-08-03,24.9,23.1,29.2,,10.4,5.7
159,何魂,1904-08-04,23.9,21.9,28,,13.4,6.8
159,何魂,1904-08-05,23.7,21.9,27.5,,12.2,7.5
159,何魂,1904-08-06,24.5,20.2,29,,6.2,4.7
159,何魂,1904-08-07,27.2,24.1,30.9,,8.5,5.8
159,何魂,1904-08-08,27.4,26.1,30,,11,8.4
159,何魂,1904-08-09,27.5,26.4,30.2,2.4,10.9,9.6
159,何魂,1904-08-10,27.2,25.1,30.5,,11.8,6.6
159,何魂,1904-08-11,26.7,23.9,31.5,,7.1,4.1
159,何魂,1904-08-12,26.1,23.3,31,,5.8,1.8
159,何魂,1904-08-13,27,23.1,31.5,,5.6,2.4
159,何魂,1904-08-14,26.7,23,31.3,,4.6,2.6
159,何魂,1904-08-15,26.7,22.5,32,,5.6,3
159,何魂,1904-08-16,26.9,24.1,31.3,,4.2,2.7
159,何魂,1904-08-17,27.3,23.8,30.6,.1,14.6,6.1
159,何魂,1904-08-18,26.2,23,29,7.1,16.1,14.6
159,何魂,1904-08-19,26.4,17.1,30.7,,10.4,6.3
159,何魂,1904-08-20,24.9,20.6,28.5,39.1,35,19.5
159,何魂,1904-08-21,24.1,21.8,27,,15.8,8
159,何魂,1904-08-22,23.9,20.8,28.2,,6.2,2.3
159,何魂,1904-08-23,23.5,20.6,28.1,,11.8,6
159,何魂,1904-08-24,24.2,21.8,28.5,,7.2,6.1
159,何魂,1904-08-25,23.8,22,27.4,,7.2,5.7
159,何魂,1904-08-26,24.2,21.6,29.3,,7.8,6
159,何魂,1904-08-27,24.8,21.8,29,,8.7,6.9
159,何魂,1904-08-28,24.7,21.8,28.5,,17.4,6.7
159,何魂,1904-08-29,23.5,22,27.2,,8.2,6.5
159,何魂,1904-08-30,24.8,22.1,28.6,,7.6,6.6
159,何魂,1904-08-31,25.1,22.6,30.8,,8.9,7.1
159,何魂,1904-09-01,22.4,20.2,25.4,,8.7,4
159,何魂,1904-09-02,22.8,19.4,28.4,,6.8,4.2
159,何魂,1904-09-03,22.7,20.2,27.5,0,5.7,2.8
159,何魂,1904-09-04,22.4,18.7,28,,4.8,2.3
159,何魂,1904-09-05,21.7,20.8,26,29.4,4,2.6
159,何魂,1904-09-06,23.7,20.2,29.4,5.3,7.8,4.6
159,何魂,1904-09-07,23.5,19.6,28,,3.4,2.7
159,何魂,1904-09-08,22.8,20.6,27,,4.2,3.1
159,何魂,1904-09-09,21.9,20.2,26.2,,5.7,3.4
159,何魂,1904-09-10,23.1,18.9,27.2,,11.2,5.7
159,何魂,1904-09-11,24.1,21.4,28.2,,10.9,6.9
159,何魂,1904-09-12,22.3,21.1,23.4,39.2,5,3.6
159,何魂,1904-09-13,23.1,20.3,28,,6.7,4.2
159,何魂,1904-09-14,22.2,18.3,28.3,,6.7,4
159,何魂,1904-09-15,22.5,20.1,27.2,,13.7,6.7
159,何魂,1904-09-16,23,19.5,27.3,,13.2,7
159,何魂,1904-09-17,24.4,20.4,30.4,,8.6,6.3
159,何魂,1904-09-18,22.6,19.8,27.5,,9,4.6
159,何魂,1904-09-19,22.1,18.8,26.3,,6.1,4
159,何魂,1904-09-20,19.2,16.8,24.5,,12.3,6.2
159,何魂,1904-09-21,19.2,14.7,24.7,,9.2,5.7
159,何魂,1904-09-22,18.8,14.2,24.7,,14.2,8
159,何魂,1904-09-23,18.3,12.9,24,,3.6,3.4
159,何魂,1904-09-24,19.4,17.3,25.3,,6.7,4.4
159,何魂,1904-09-25,19.3,16.9,24.7,,10.3,6
159,何魂,1904-09-26,18.6,15,24.8,,5.8,3.5
159,何魂,1904-09-27,19.1,15.4,24.2,,8.8,5.5
159,何魂,1904-09-28,20.3,16.2,25.6,,11.6,6.2
159,何魂,1904-09-29,21.6,16.2,24.9,,4.7,2.6
159,何魂,1904-09-30,19.8,16.3,25,,5.2,1.1
159,何魂,1904-10-01,19.1,17.6,22.1,0,6,2.2
159,何魂,1904-10-02,19.2,17.5,22.9,1.7,7.7,5.7
159,何魂,1904-10-03,19.3,16,25.6,1.5,6.2,5.4
159,何魂,1904-10-04,19.9,14.7,25.2,,7.7,4.1
159,何魂,1904-10-05,18,16,25.7,5.2,7.7,3.9
159,何魂,1904-10-06,17.3,13.3,23.5,,7.8,5.5
159,何魂,1904-10-07,17.4,12.1,22.6,,7.7,3.9
159,何魂,1904-10-08,16.1,12,23,,7.9,4.5
159,何魂,1904-10-09,15.8,13.5,19.8,,10.2,6.7
159,何魂,1904-10-10,16.5,15.3,19.9,,11.1,5.5
159,何魂,1904-10-11,17.8,14.7,21.6,0,7.2,5.3
159,何魂,1904-10-12,17.4,15,24,,3.4,3.3
159,何魂,1904-10-13,17.7,15,20.9,0,4.3,1.2
159,何魂,1904-10-14,19.2,16.7,23.2,,3.8,2.3
159,何魂,1904-10-15,18.4,16.8,22.4,4.5,6.1,3.4
159,何魂,1904-10-16,18.1,15.5,23.7,,8.7,4.6
159,何魂,1904-10-17,18.6,17,22.1,.9,16.5,9
159,何魂,1904-10-18,17.9,15.3,23.5,,7.5,5.1
159,何魂,1904-10-19,18.1,14.5,23.6,0,4.8,2.6
159,何魂,1904-10-20,15.9,14.8,19.3,22.4,5.6,4.4
159,何魂,1904-10-21,15.5,12.2,21.4,,6.7,4.8
159,何魂,1904-10-22,8.8,4.2,14.5,,10.4,5.8
159,何魂,1904-10-23,12.4,7.7,17.3,,4.2,2.6
159,何魂,1904-10-24,15.6,12.1,22.3,,5.3,3.6
159,何魂,1904-10-25,16.5,12.6,22.1,,5.1,2.2
159,何魂,1904-10-26,14.9,11.4,21.3,,11.2,7.3
159,何魂,1904-10-27,13.8,9,19.6,,8.6,6.2
159,何魂,1904-10-28,14.4,11.1,18.4,0,6.8,5.2
159,何魂,1904-10-29,12.3,8.9,16.4,,10.2,8.6
159,何魂,1904-10-30,9,5.8,15.2,,13.5,8.5
159,何魂,1904-10-31,10.1,5.3,15,,10.8,4.6
159,何魂,1904-11-01,11.7,6.6,16.8,,13.8,5.3
159,何魂,1904-11-02,13,9.3,18.8,,11.2,6.2
159,何魂,1904-11-03,11.6,7.1,16.2,,7.2,6.3
159,何魂,1904-11-04,12.9,9.9,18.2,,11.2,7.7
159,何魂,1904-11-05,6.9,3,13.5,0,11.3,8.9
159,何魂,1904-11-06,3.6,-.4,9,,19,11.8
159,何魂,1904-11-07,8.8,2.3,13.7,,7.1,4
159,何魂,1904-11-08,11.8,7.2,17,,6.6,5.1
159,何魂,1904-11-09,13.1,8.1,19.3,,7.1,4.3
159,何魂,1904-11-10,13.4,10,18.5,,11.2,5.7
159,何魂,1904-11-11,15,9.3,21.3,,7.2,5
159,何魂,1904-11-12,14.9,9.8,20.1,,5.1,2.4
159,何魂,1904-11-13,15.5,13.6,18.5,1.9,7.6,2.4
159,何魂,1904-11-14,12.8,8.6,18.1,0,13.1,6.2
159,何魂,1904-11-15,5.3,2.2,11.1,,18.3,10.4
159,何魂,1904-11-16,2.9,.9,7.1,0,13.4,10
159,何魂,1904-11-17,4.1,-.4,10.1,,13.5,6.1
159,何魂,1904-11-18,6.5,1.3,12.5,,5.8,5.4
159,何魂,1904-11-19,9.2,4.8,15.7,.9,5.3,3.1
159,何魂,1904-11-20,9.5,5.4,15,,6.2,3.9
159,何魂,1904-11-21,11.2,5.4,15.2,,9.6,6.2
159,何魂,1904-11-22,9.4,3.8,13.7,,15,10.5
159,何魂,1904-11-23,5,1.2,10,,13.6,13.5
159,何魂,1904-11-24,7.2,2,12.3,,13.7,8.9
159,何魂,1904-11-25,11.1,5.6,15,,10.7,6.3
159,何魂,1904-11-26,8.1,3.8,12.4,,14.9,10.6
159,何魂,1904-11-27,6.1,2.2,11.5,,14.1,8
159,何魂,1904-11-28,7.8,4.1,10.9,,10.7,5.9
159,何魂,1904-11-29,9.5,6.8,14.2,,15.8,8.4
159,何魂,1904-11-30,8.4,5.3,13.4,,13,7.9
159,何魂,1904-12-01,5.7,1.5,11.3,,20.8,13.1
159,何魂,1904-12-02,6.1,1.7,11.7,,10.5,8
159,何魂,1904-12-03,9,3.6,13.2,,10.9,7.8
159,何魂,1904-12-04,8.5,5.1,14.1,,14.6,8.1
159,何魂,1904-12-05,7.8,1.7,13.5,,7.9,5.7
159,何魂,1904-12-06,13,6.6,17.3,,12.4,8.2
159,何魂,1904-12-07,16.1,12.9,19.6,,10.2,7.7
159,何魂,1904-12-08,10.6,6.3,15.9,,10.4,9.7
159,何魂,1904-12-09,10.4,6.1,14.9,,7.2,4.8
159,何魂,1904-12-10,12.7,7.1,17,,5.2,3.2
159,何魂,1904-12-11,12.3,8.1,16.4,2.2,13.6,6.8
159,何魂,1904-12-12,2.9,1.3,8.3,3,16.2,11.7
159,何魂,1904-12-13,3.5,1.8,5.9,.1,14.3,11.4
159,何魂,1904-12-14,5.8,3.1,8.7,6.9,15,11.8
159,何魂,1904-12-15,5.9,2,10.5,,16,11.7
159,何魂,1904-12-16,4.2,0,10.5,,18.9,9.3
159,何魂,1904-12-17,-.3,-4.5,3.9,,7.2,5.2
159,何魂,1904-12-18,-2.1,-5,1.6,,11.9,6.1
159,何魂,1904-12-19,1,-4.2,6.1,,19.7,15.5
159,何魂,1904-12-20,3.1,.1,8.2,,11,6.6
159,何魂,1904-12-21,5.1,1.6,9.5,,10.1,4.8
159,何魂,1904-12-22,2.4,-1.8,6.9,,16.4,9.7
159,何魂,1904-12-23,-.9,-5.1,3.4,,15.2,10.7
159,何魂,1904-12-24,.5,-2.9,5.1,,13.6,8.5
159,何魂,1904-12-25,2.5,-1.5,7.7,,16.7,8.8
159,何魂,1904-12-26,4.8,-.3,10,,13.1,6.1
159,何魂,1904-12-27,3.5,-.3,8.9,,14.5,11.1
159,何魂,1904-12-28,4.6,-.3,10,,20.5,7.9
159,何魂,1904-12-29,4.7,2.7,11,,17.5,5.6
159,何魂,1904-12-30,2.7,.2,7.4,0,13.2,6.9
159,何魂,1904-12-31,1.6,-1.5,6.7,,19.7,12.2
159,何魂,1905-01-01,2.2,-2.6,7.4,.1,11.6,7.6
159,何魂,1905-01-02,5.8,-.9,9,0,9.6,6.3
159,何魂,1905-01-03,7,4.2,11.5,4.6,5.8,3.8
159,何魂,1905-01-04,7.9,4.3,13,,10.7,7.4
159,何魂,1905-01-05,8.7,5.8,14.6,,6.1,4.8
159,何魂,1905-01-06,5.9,3.8,9,13.8,12.4,6
159,何魂,1905-01-07,5.7,2.5,11.2,,11.8,6.4
159,何魂,1905-01-08,5.8,2.3,11.3,,6.9,4.8
159,何魂,1905-01-09,5.6,2.5,10.2,,10.3,6.4
159,何魂,1905-01-10,5.8,2.2,11,,10.2,6.1
159,何魂,1905-01-11,7.4,4.5,11.5,,11.2,6.4
159,何魂,1905-01-12,8.7,6.5,12.7,,6.1,4.9
159,何魂,1905-01-13,8.3,6.6,12.1,1.7,8.2,4.1
159,何魂,1905-01-14,7,4.2,11.7,0,13.3,7.6
159,何魂,1905-01-15,6.2,4.1,10.4,5.1,6.7,3.3
159,何魂,1905-01-16,6.1,2.1,11.6,,9.2,5.3
159,何魂,1905-01-17,7.2,3.5,12.7,,7.3,4.6
159,何魂,1905-01-18,8.2,5.7,10.1,21.1,12.9,4.3
159,何魂,1905-01-19,7.7,5.6,11.6,,6.3,6.1
159,何魂,1905-01-20,7.3,3.7,12.9,,7,4.8
159,何魂,1905-01-21,8.3,5.9,9.5,17.8,14.2,4.9
159,何魂,1905-01-22,9.4,6.5,14.3,,9.5,5.6
159,何魂,1905-01-23,9.4,5.7,14.2,,5.8,2.5
159,何魂,1905-01-24,9.1,6.4,14.5,.1,8.9,4.9
159,何魂,1905-01-25,4.5,3.5,7,1.1,13,9.8
159,何魂,1905-01-26,5.6,4.2,6.2,12.9,24.3,14.5
159,何魂,1905-01-27,4.8,2.8,7.4,6.4,13.3,5.7
159,何魂,1905-01-28,1,-.7,3.9,,13.9,12.7
159,何魂,1905-01-29,-.3,-1.9,2.9,,10.5,10
159,何魂,1905-01-30,-2.9,-4.9,-.2,,11.2,8.5
159,何魂,1905-01-31,3.2,-2.2,6.4,1,13,7.7
159,何魂,1905-02-01,4.7,1.8,8,.8,10.7,5.6
159,何魂,1905-02-02,4.3,1.9,7.4,0,9.8,6.9
159,何魂,1905-02-03,5.3,3,10,,6.9,5.1
159,何魂,1905-02-04,3.3,.5,7.4,,8.9,7.9
159,何魂,1905-02-05,1.7,-1,5.4,,10.2,8.7
159,何魂,1905-02-06,-2,-5.7,2.4,,15.8,10.4
159,何魂,1905-02-07,-.7,-3.8,3.6,,6.7,4.3
159,何魂,1905-02-08,-.7,-3.9,3.4,,6.6,5.9
159,何魂,1905-02-09,-4.6,-8.4,-.5,,7.9,9.6
159,何魂,1905-02-10,-1,-7.5,4.4,,12.7,10.6
159,何魂,1905-02-11,1.7,-3.8,7.4,,10.7,9.6
159,何魂,1905-02-12,3.9,-1,8.5,,15.8,9.3
159,何魂,1905-02-13,5.2,2.2,10.7,,15,7.8
159,何魂,1905-02-14,3.3,0,9,,11.2,7.1
159,何魂,1905-02-15,2.2,-2.1,6.2,,11.1,7.4
159,何魂,1905-02-16,1.7,-2.6,7.4,0,12.3,9.3
159,何魂,1905-02-17,-.1,-4.9,5.7,,11.7,6.4
159,何魂,1905-02-18,.4,-5.4,5.7,,10.6,5.2
159,何魂,1905-02-19,4,1,9.6,,5.9,5
159,何魂,1905-02-20,4.1,-1.6,10.5,,7.4,5.6
159,何魂,1905-02-21,5.7,1.6,11.1,,11.2,5.8
159,何魂,1905-02-22,5.7,3,11.6,,10,6.4
159,何魂,1905-02-23,3.6,-2.1,9.2,,8.7,5
159,何魂,1905-02-24,5.4,2.7,10.2,,6.5,5
159,何魂,1905-02-25,5.3,3.6,7.4,1.3,19.8,14
159,何魂,1905-02-26,6.6,4,8.2,6,11.6,10.7
159,何魂,1905-02-27,3.7,1.6,5.9,,11.5,6
159,何魂,1905-02-28,1.9,-2.5,5.5,,19.5,10.8
159,何魂,1905-03-01,3.3,-2.2,9.7,,15.1,10.2
159,何魂,1905-03-02,6.4,2.2,10.6,,8.5,4.7
159,何魂,1905-03-03,5,3.7,7.4,4.1,10.4,5.9
159,何魂,1905-03-04,1.7,-.5,6.6,,16.5,11.8
159,何魂,1905-03-05,.3,-3.4,6.1,,14.1,9.7
159,何魂,1905-03-06,.9,-3.7,6.3,,20.5,8.8
159,何魂,1905-03-07,2.8,-3.3,8.8,,11.8,6.6
159,何魂,1905-03-08,5.9,2.7,11,2.4,5.7,4.1
159,何魂,1905-03-09,6.2,1.9,12,,8,5.8
159,何魂,1905-03-10,7.9,3.5,13.7,,8.6,5.4
159,何魂,1905-03-11,8.5,7.2,11,.4,5.2,5.1
159,何魂,1905-03-12,8.7,6,12.7,,16.6,9.4
159,何魂,1905-03-13,7.3,5.5,11.2,7,9.5,5.6
159,何魂,1905-03-14,8.2,4.8,11.5,0,8.9,5.5
159,何魂,1905-03-15,7.7,2.3,13.2,0,10.8,6.9
159,何魂,1905-03-16,4.6,2.6,9,0,10.8,7.5
159,何魂,1905-03-17,5.1,.4,9.2,,7.5,5.9
159,何魂,1905-03-18,8.2,5.4,12.4,,8.1,4
159,何魂,1905-03-19,8.8,4.5,12.5,,14.7,8.3
159,何魂,1905-03-20,7.6,6.2,10,1.5,14.2,10.5
159,何魂,1905-03-21,7.8,5.6,11.5,,15.2,9.5
159,何魂,1905-03-22,8.2,6.8,10.2,2.3,12,9
159,何魂,1905-03-23,9.2,7.5,12.5,.8,14.1,9.1
159,何魂,1905-03-24,8.9,8.1,11.5,0,11.2,8.3
159,何魂,1905-03-25,9,7.8,16.2,.2,12.7,6.3
159,何魂,1905-03-26,7.8,6,9.5,14.7,27.8,15.8
159,何魂,1905-03-27,7.1,5.7,10.7,1.7,10.2,6.8
159,何魂,1905-03-28,8.9,6.2,13,,12.2,8.2
159,何魂,1905-03-29,12.6,8.3,17,,8.3,5.4
159,何魂,1905-03-30,14.3,12.7,16.8,1.9,7.7,5.1
159,何魂,1905-03-31,14.5,13.3,16.3,26.1,6.2,3.6
159,何魂,1905-04-01,8.6,7.5,14.7,28.6,13.7,10.7
159,何魂,1905-04-02,6.5,5.2,8.8,2.5,13.2,9.3
159,何魂,1905-04-03,8.1,5,11.6,.2,7.2,5.4
159,何魂,1905-04-04,8.7,6,12.2,,6.2,4.3
159,何魂,1905-04-05,8.9,5.7,15,,9.4,4.8
159,何魂,1905-04-06,9.2,6.4,13.8,,8,4.1
159,何魂,1905-04-07,9.3,4.7,15.3,,15.1,7.6
159,何魂,1905-04-08,8.1,2.4,12.7,,6.1,4.7
159,何魂,1905-04-09,9.3,4.9,15.2,,5.2,2.7
159,何魂,1905-04-10,12,6.5,18,,4.1,2.1
159,何魂,1905-04-11,14.8,10.3,18.8,,5.2,2.5
159,何魂,1905-04-12,13,10.4,16.7,,16.8,7.5
159,何魂,1905-04-13,12.4,7.1,17,,6.5,2.9
159,何魂,1905-04-14,12.4,9.8,19,,16.6,7.9
159,何魂,1905-04-15,12.7,8.8,20.6,,15.2,6.3
159,何魂,1905-04-16,11.3,9.4,13.5,11.7,9.1,7.1
159,何魂,1905-04-17,10,8.4,12.9,15.9,9.9,4.4
159,何魂,1905-04-18,11.3,7.5,14.5,.1,6,4.8
159,何魂,1905-04-19,14.8,12.3,17.2,2.4,13.1,7.6
159,何魂,1905-04-20,14.7,5.3,17.9,45.9,12.1,5.6
159,何魂,1905-04-21,8.4,6.2,12.8,,14.6,6.3
159,何魂,1905-04-22,8.9,5.5,13.5,,18,7.8
159,何魂,1905-04-23,9.4,4.7,13.8,,8.2,5.6
159,何魂,1905-04-24,10.3,8.5,12,18.9,9.9,4.3
159,何魂,1905-04-25,11.9,9.8,15.8,1.5,11.2,7.2
159,何魂,1905-04-26,11.6,10.6,13.9,2.2,4,2.9
159,何魂,1905-04-27,13.5,9.1,16.8,,5.7,3.4
159,何魂,1905-04-28,13.1,11.2,17,,15,8
159,何魂,1905-04-29,13.3,8.5,18.8,,11.8,5.9
159,何魂,1905-04-30,13.8,11.5,16.5,31.5,9.8,5.4
159,何魂,1905-05-01,15.9,14.2,18.7,.1,9.7,9.1
159,何魂,1905-05-02,16.2,14.1,20,,11.1,8.7
159,何魂,1905-05-03,13.9,9.4,18.7,,9,6.5
159,何魂,1905-05-04,13.7,10.2,18.6,,11.8,6
159,何魂,1905-05-05,15.6,10.1,20.6,0,6.1,2.9
159,何魂,1905-05-06,16.7,15.8,18.3,44.5,21.5,12.1
159,何魂,1905-05-07,16.8,13.6,21.1,,8.4,3.6
159,何魂,1905-05-08,14.5,13.2,19.1,,12.4,6.8
159,何魂,1905-05-09,14.5,13,18.2,0,4.7,3.8
159,何魂,1905-05-10,17.3,12.8,21.7,,9,4.3
159,何魂,1905-05-11,16.2,13.6,23.5,,10.9,3.8
159,何魂,1905-05-12,15.5,11.3,21.1,,7.6,1.9
159,何魂,1905-05-13,17.7,13.3,22.6,,6.6,2.7
159,何魂,1905-05-14,17.3,15.3,19.6,13.9,11.8,4.8
159,何魂,1905-05-15,16.6,15.1,19.6,13.1,9.2,3.5
159,何魂,1905-05-16,17.2,15.8,20.2,4.7,9.1,4.8
159,何魂,1905-05-17,17.9,16,21.2,.2,7.6,6.8
159,何魂,1905-05-18,17.8,13.4,24.7,,7.8,3.9
159,何魂,1905-05-19,16.5,13.3,21.1,.9,5.1,2.7
159,何魂,1905-05-20,14.6,12.6,17.8,30.4,6.2,2.5
159,何魂,1905-05-21,16.7,12.4,21.4,,7.2,6.5
159,何魂,1905-05-22,16.8,15.4,19.4,,15.1,12.6
